,player_id,match_id,team_id,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received
6,45db685d,4371c286,cff3d9bb,DM,30-080,90,78,1,15,51,15,0,76,1,2,50.0,1,0,69,232,97,2,0,0,0,0,71,67,94.4,1
7,c14bc029,4371c286,cff3d9bb,WB,27-109,90,63,2,15,29,22,3,55,0,0,,0,0,35,100,41,3,1,0,0,0,41,37,90.2,2
8,53cad200,4371c286,cff3d9bb,WB,32-194,45,45,0,8,15,23,4,41,0,1,0.0,0,0,34,130,85,4,1,0,1,1,36,34,94.4,7
9,e97fd090,4371c286,cff3d9bb,WB,26-046,45,37,1,9,13,16,2,36,3,3,100.0,3,0,33,158,118,6,1,1,0,2,30,27,90.0,2
10,1cb49278,4371c286,cff3d9bb,CB,25-334,90,99,10,34,67,6,1,98,0,0,,0,0,75,292,173,1,1,0,1,0,77,77,100.0,0
11,86e7deaf,4371c286,cff3d9bb,CB,37-169,90,130,21,68,74,2,0,130,0,0,,0,0,108,741,478,8,1,0,0,0,117,117,100.0,0
12,5515376c,4371c286,cff3d9bb,CB,22-248,90,77,6,27,49,6,1,76,1,1,100.0,1,0,57,224,125,4,2,0,0,0,59,57,96.6,0
13,33887998,4371c286,cff3d9bb,GK,30-009,90,29,25,29,0,0,0,19,0,0,,0,0,15,38,9,0,0,0,0,0,14,14,100.0,0
0,c931d9f9,79b8fb6e,5bfb9659,"FW,LW,RW",24-120,90,27,1,5,9,15,5,25,2,3,66.7,2,0,18,63,34,2,0,0,2,2,30,13,43.3,8
1,aa849a12,79b8fb6e,5bfb9659,LW,25-110,57,35,3,6,20,12,1,32,1,2,50.0,2,0,24,140,95,4,2,0,3,1,28,23,82.1,6
2,93feac6e,79b8fb6e,5bfb9659,FW,28-186,33,8,1,1,4,3,1,6,1,1,100.0,1,0,5,46,25,1,0,1,0,0,15,5,33.3,0
3,3423f250,79b8fb6e,5bfb9659,"RW,LB",25-086,90,61,0,5,39,22,1,56,4,7,57.1,4,1,45,185,122,8,2,1,4,3,62,44,71.0,9
4,1fb1c435,79b8fb6e,5bfb9659,AM,31-004,45,20,0,3,8,10,2,20,1,2,50.0,1,0,17,85,32,1,1,0,1,0,21,13,61.9,3
5,01962d0d,79b8fb6e,5bfb9659,AM,19-310,45,14,0,0,7,7,1,14,1,1,100.0,1,0,11,72,60,4,0,1,0,2,21,14,66.7,8
6,ea6bc03a,79b8fb6e,5bfb9659,DM,25-236,90,41,1,9,21,12,0,41,0,0,,0,0,23,62,30,1,1,0,0,0,35,31,88.6,1
7,9f1938ab,79b8fb6e,5bfb9659,DM,30-153,66,55,1,15,34,8,0,53,0,0,,0,0,32,213,73,1,1,0,1,0,35,33,94.3,0
8,282679b4,79b8fb6e,5bfb9659,DM,31-270,24,27,1,6,20,3,0,27,0,1,0.0,0,0,19,93,67,3,1,0,0,0,15,15,100.0,2
9,24f59bb2,79b8fb6e,5bfb9659,"LB,LW",25-200,90,66,7,23,38,14,1,57,0,0,,0,0,40,259,205,6,3,0,1,1,50,43,86.0,1
10,f4d296e4,79b8fb6e,5bfb9659,CB,22-211,90,66,12,49,18,0,0,64,0,0,,0,0,34,174,83,1,0,0,0,0,48,44,91.7,0
11,420d7c7d,79b8fb6e,5bfb9659,CB,30-197,90,49,12,35,16,1,0,46,2,2,100.0,2,0,34,238,146,2,1,0,0,0,30,26,86.7,0
12,67ca8566,79b8fb6e,5bfb9659,RB,30-325,90,66,6,17,40,16,0,56,1,2,50.0,1,1,37,228,118,5,2,0,1,0,44,37,84.1,2
13,6b625ac2,79b8fb6e,5bfb9659,GK,22-008,90,23,19,23,0,0,0,17,0,0,,0,0,7,28,3,0,0,0,0,0,8,8,100.0,0
0,aed3a70f,79b8fb6e,8602292d,FW,26-070,90,29,0,0,15,15,6,29,4,6,66.7,4,0,25,98,70,4,0,2,1,3,48,22,45.8,4
1,07802f7f,79b8fb6e,8602292d,FW,29-230,70,33,3,4,15,17,3,33,1,3,33.3,1,0,22,113,56,2,0,0,0,2,32,22,68.8,3
2,6e7f1353,79b8fb6e,8602292d,CM,27-204,20,14,0,3,10,3,1,14,1,1,100.0,1,0,13,111,54,2,0,0,0,0,11,11,100.0,1
3,0ef89a37,79b8fb6e,8602292d,"AM,RW",29-271,76,51,0,3,26,28,6,49,4,4,100.0,4,1,44,253,153,8,4,1,5,2,46,37,80.4,5
4,66b76d44,79b8fb6e,8602292d,RW,25-075,14,14,0,1,10,3,0,14,2,4,50.0,2,0,12,20,12,1,0,0,0,0,13,11,84.6,0
5,1544f145,79b8fb6e,8602292d,"CM,LW",20-286,90,50,1,13,31,11,3,50,2,3,66.7,2,0,43,273,191,7,1,2,0,4,42,38,90.5,2
6,90f91999,79b8fb6e,8602292d,"CM,DM",27-143,90,48,3,15,27,9,1,45,0,2,0.0,0,0,29,91,64,2,0,1,1,0,28,27,96.4,1
7,6f7d826d,79b8fb6e,8602292d,DM,23-305,85,50,2,11,31,8,0,42,0,0,,0,0,32,159,69,2,0,0,1,1,30,29,96.7,0
8,be927d03,79b8fb6e,8602292d,LW,36-244,5,4,0,1,2,1,0,4,0,0,,0,0,3,17,16,1,0,0,1,0,5,4,80.0,1
9,1b84dbe1,79b8fb6e,8602292d,LB,28-233,90,76,3,19,34,28,1,61,0,3,0.0,0,0,45,113,82,5,2,0,1,2,47,42,89.4,2
10,8397a50c,79b8fb6e,8602292d,CB,28-362,90,55,12,40,13,4,2,52,0,0,,0,0,30,161,113,3,1,0,0,0,34,33,97.1,0
11,dc6f5bdd,79b8fb6e,8602292d,CB,27-049,90,49,15,40,7,2,2,47,0,1,0.0,0,0,32,96,56,0,0,0,0,0,35,34,97.1,0
12,2389cdc2,79b8fb6e,8602292d,RB,24-215,90,63,5,36,22,14,2,56,2,2,100.0,2,0,40,310,181,2,2,1,0,1,38,35,92.1,1
13,7956236f,79b8fb6e,8602292d,GK,29-189,90,30,27,30,0,0,0,19,0,0,,0,0,12,40,30,0,0,0,0,0,8,8,100.0,0
0,4bcf39f6,4d3331bb,d07537b9,FW,25-210,90,35,0,3,22,14,3,31,3,3,100.0,3,0,29,152,103,2,1,0,1,1,48,24,50.0,4
1,38ceb24a,4d3331bb,d07537b9,"LW,AM",27-098,90,45,1,6,18,24,4,45,0,1,0.0,0,0,27,111,47,3,0,0,4,2,41,33,80.5,2
2,bb5fbd2b,4d3331bb,d07537b9,"RW,WB",27-235,90,34,3,5,7,23,4,31,2,3,66.7,2,0,26,173,94,4,0,1,0,1,39,21,53.8,5
3,83d074ff,4d3331bb,d07537b9,"AM,DM",23-078,90,49,1,10,24,18,0,46,3,4,75.0,3,0,36,138,51,4,2,0,0,3,36,33,91.7,4
4,6c203af0,4d3331bb,d07537b9,DM,25-194,65,35,9,21,12,2,0,35,0,0,,0,0,22,75,22,0,0,0,1,0,19,19,100.0,0
5,ce5143da,4d3331bb,d07537b9,FW,31-106,25,6,0,1,0,5,1,6,0,0,,0,0,4,27,18,2,0,0,0,1,9,4,44.4,2
6,ad1f61f3,4d3331bb,d07537b9,DM,23-185,45,25,1,8,15,2,0,25,0,0,,0,0,14,17,10,0,0,0,1,1,18,17,94.4,0
7,99813635,4d3331bb,d07537b9,DM,33-306,7,4,0,0,4,1,0,4,0,0,,0,0,4,23,3,0,0,0,0,0,2,2,100.0,0
8,8aec0537,4d3331bb,d07537b9,DM,30-270,38,29,2,8,13,10,2,23,0,0,,0,0,18,65,21,0,0,0,0,2,19,18,94.7,2
9,1daec722,4d3331bb,d07537b9,"LB,CB",23-233,90,78,11,27,40,13,1,62,1,1,100.0,1,0,42,147,84,3,0,0,2,0,45,39,86.7,1
10,282f75f3,4d3331bb,d07537b9,CB,30-111,90,68,21,57,13,0,0,68,1,1,100.0,1,0,48,225,128,0,0,0,0,0,52,52,100.0,0
11,dad4b285,4d3331bb,d07537b9,CB,30-056,90,59,7,36,24,4,0,51,0,0,,0,0,35,155,89,2,1,0,0,0,37,37,100.0,0
12,f4e433d4,4d3331bb,d07537b9,"RB,WB",21-163,90,59,1,14,23,25,0,51,1,2,50.0,1,0,40,196,112,4,1,0,3,2,40,32,80.0,2
13,6a713852,4d3331bb,d07537b9,GK,24-114,90,61,55,61,0,0,0,50,0,0,,0,0,37,126,77,0,0,0,0,0,39,39,100.0,0
0,c691bfe2,4d3331bb,822bd0ba,"FW,RW",29-336,90,42,1,5,25,15,3,42,4,4,100.0,4,0,30,130,65,2,1,0,6,2,55,32,58.2,8
1,4a1a9578,4d3331bb,822bd0ba,LW,25-058,90,52,0,5,21,30,8,52,2,4,50.0,3,0,40,267,178,7,1,3,3,6,53,42,79.2,10
2,e342ad68,4d3331bb,822bd0ba,RW,29-270,64,27,0,0,6,22,11,26,2,2,100.0,2,0,19,89,44,2,0,0,2,1,36,20,55.6,9
3,178ae8f8,4d3331bb,822bd0ba,FW,25-098,26,12,1,5,3,5,1,12,0,0,,0,0,6,33,28,1,0,0,0,1,14,7,50.0,1
4,f25c8e3a,4d3331bb,822bd0ba,CM,27-030,64,38,0,7,24,7,1,38,0,1,0.0,0,0,25,67,20,1,0,0,2,1,28,26,92.9,1
5,77e84962,4d3331bb,822bd0ba,CM,30-335,26,19,0,2,14,3,0,18,0,0,,0,0,10,56,15,0,0,0,0,1,12,10,83.3,0
6,935e6b8f,4d3331bb,822bd0ba,CM,31-268,85,44,1,5,21,21,1,42,0,0,,0,0,22,125,78,5,2,0,0,0,36,31,86.1,6
7,2f90f6b8,4d3331bb,822bd0ba,CM,36-067,5,5,0,0,5,0,0,5,1,1,100.0,1,0,3,10,2,0,0,0,0,0,2,1,50.0,0
8,7f3b388c,4d3331bb,822bd0ba,DM,28-140,90,36,0,17,17,5,1,36,0,0,,0,0,18,48,12,0,0,0,1,0,26,24,92.3,1
9,2e4f5f03,4d3331bb,822bd0ba,LB,28-001,90,78,4,27,34,19,4,67,0,1,0.0,0,0,44,231,118,6,1,0,1,0,47,46,97.9,3
10,e06683ca,4d3331bb,822bd0ba,CB,30-247,90,47,5,21,27,1,1,47,0,0,,0,0,26,85,38,1,0,0,0,0,31,29,93.5,0
11,b217ef29,4d3331bb,822bd0ba,CB,30-216,90,51,6,23,24,7,2,48,0,0,,0,0,16,183,145,2,2,0,1,0,24,22,91.7,0
12,cd1acf9d,4d3331bb,822bd0ba,RB,23-156,90,70,1,18,27,30,2,53,0,1,0.0,0,0,28,138,84,8,3,0,0,1,40,38,95.0,3
13,7a2e46a8,4d3331bb,822bd0ba,GK,29-161,90,41,30,41,0,0,0,31,0,0,,0,0,17,93,42,0,0,0,0,0,20,20,100.0,0
0,e09f279b,9718a901,cd051869,FW,25-361,90,41,4,5,21,16,6,41,1,1,100.0,1,0,19,105,62,3,0,2,6,0,69,32,46.4,5
1,1137759d,9718a901,cd051869,LM,25-038,74,38,4,10,15,14,3,38,0,0,,0,0,21,139,74,5,1,0,1,1,48,26,54.2,4
2,2500cef9,9718a901,cd051869,"LM,RM",25-190,16,7,0,1,1,5,2,6,1,1,100.0,1,1,5,19,14,1,0,0,0,0,10,5,50.0,2
3,980522ec,9718a901,cd051869,CM,30-026,90,69,2,7,45,22,0,63,1,1,100.0,1,0,45,233,135,8,2,0,3,1,60,51,85.0,3
4,8449d35e,9718a901,cd051869,"CM,DM",23-306,90,38,3,8,24,8,3,37,1,1,100.0,1,0,18,138,117,2,0,0,2,1,33,20,60.6,3
5,6afaebf2,9718a901,cd051869,RM,22-217,89,46,2,10,18,23,11,45,1,6,16.7,1,0,29,175,97,5,0,2,1,0,50,29,58.0,9
6,2944f86f,9718a901,cd051869,LM,24-070,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
7,df0a4c90,9718a901,cd051869,DM,28-002,80,71,5,20,50,3,0,70,0,0,,0,0,32,172,52,1,0,0,0,1,40,39,97.5,1
8,0f134faf,9718a901,cd051869,CM,26-070,10,6,0,3,5,0,0,4,0,0,,0,0,2,36,21,0,0,0,0,0,3,2,66.7,0
9,8a3c1dc7,9718a901,cd051869,LB,24-247,90,82,5,27,35,23,1,60,1,3,33.3,1,0,43,124,42,1,2,0,2,0,40,37,92.5,2
10,e541326e,9718a901,cd051869,CB,28-287,90,75,14,51,27,0,0,72,0,0,,0,0,26,133,85,1,0,0,1,0,34,33,97.1,0
11,172e52d8,9718a901,cd051869,CB,31-027,90,57,13,44,14,0,0,56,0,0,,0,0,28,108,47,0,0,0,0,0,30,30,100.0,0
12,a8c0acb7,9718a901,cd051869,RB,23-329,90,59,4,29,29,6,1,54,0,0,,0,0,41,166,84,3,1,0,0,1,39,36,92.3,0
13,98ea5115,9718a901,cd051869,GK,26-178,90,49,39,48,1,0,0,42,0,0,,0,0,33,205,96,0,0,0,0,0,27,27,100.0,0
0,beb391dd,9718a901,943e8050,FW,25-166,90,36,1,1,14,26,6,36,0,1,0.0,0,0,25,92,54,4,1,0,6,2,49,26,53.1,15
1,c4e87b8b,9718a901,943e8050,FW,29-217,66,26,0,2,17,9,0,26,0,0,,0,0,17,43,13,1,1,0,2,1,42,18,42.9,4
2,4ab53cdb,9718a901,943e8050,FW,32-226,24,9,0,0,5,5,0,8,0,0,,0,0,5,21,13,1,1,0,0,0,15,7,46.7,1
3,fc15fb84,9718a901,943e8050,LM,22-110,90,39,1,4,15,24,6,34,1,3,33.3,1,0,28,243,140,10,4,2,0,4,29,24,82.8,8
4,2ff964a0,9718a901,943e8050,RM,34-330,90,41,1,7,19,17,2,41,0,0,,0,0,30,156,72,5,2,0,3,0,38,27,71.1,1
5,47369df8,9718a901,943e8050,DM,26-083,90,47,3,11,22,15,2,46,1,1,100.0,1,0,20,62,17,0,1,0,0,0,16,15,93.8,0
6,495945ef,9718a901,943e8050,DM,31-345,90,64,3,15,34,17,0,57,0,2,0.0,0,0,35,113,42,0,0,0,0,1,31,30,96.8,0
7,cc2d7ad5,9718a901,943e8050,LB,28-175,90,41,8,17,16,9,0,35,0,0,,0,0,17,128,57,3,1,0,0,1,11,10,90.9,0
8,15ea812b,9718a901,943e8050,CB,29-113,90,69,12,40,28,3,2,69,0,0,,0,0,25,120,51,0,0,0,1,0,26,26,100.0,0
9,a8c19eb8,9718a901,943e8050,CB,20-316,89,52,6,27,25,2,2,52,0,1,0.0,0,0,23,131,30,0,0,0,1,0,19,18,94.7,1
10,24fae784,9718a901,943e8050,RB,26-170,90,71,4,22,33,18,2,61,0,0,,0,0,35,103,43,2,1,2,1,0,32,30,93.8,0
11,4b40d9ca,9718a901,943e8050,GK,29-327,90,37,28,36,1,0,0,27,0,0,,0,0,18,123,67,0,0,0,0,0,16,16,100.0,0
0,dea698d9,e5e7becb,19538871,FW,37-035,82,56,1,6,26,27,8,54,0,0,,0,0,42,161,79,6,2,1,1,1,51,47,92.2,7
1,f5deef4c,e5e7becb,19538871,CB,27-238,8,3,0,3,2,0,0,3,0,0,,0,0,2,18,9,0,0,0,0,0,1,1,100.0,0
2,dbf053da,e5e7becb,19538871,"LW,RW,RM",21-352,90,47,0,8,25,26,5,47,1,2,50.0,1,0,43,321,222,13,4,5,0,2,46,41,89.1,5
3,a1d5bd30,e5e7becb,19538871,RW,24-132,67,25,0,5,12,8,0,25,0,0,,0,0,16,82,58,3,0,0,0,2,26,19,73.1,5
4,2fba6108,e5e7becb,19538871,"LW,LM",19-319,23,10,0,3,5,2,0,10,0,0,,0,0,7,17,1,0,0,0,0,1,10,7,70.0,0
5,867239d3,e5e7becb,19538871,"AM,DM",28-362,90,55,0,7,36,14,1,54,1,1,100.0,1,0,45,139,71,3,1,0,2,6,51,45,88.2,3
6,b853e0ad,e5e7becb,19538871,DM,29-007,90,62,7,22,35,9,0,60,2,4,50.0,2,1,45,190,112,3,1,0,3,0,44,39,88.6,4
7,eb7822d7,e5e7becb,19538871,DM,33-223,79,47,3,14,34,1,0,45,0,0,,0,0,33,178,101,5,0,0,1,1,33,32,97.0,0
8,527f063d,e5e7becb,19538871,FW,35-026,11,8,0,1,5,2,0,8,0,1,0.0,0,0,5,2,0,0,0,0,1,0,8,6,75.0,1
9,e73c9bb2,e5e7becb,19538871,"LB,WB",29-087,90,60,4,17,29,20,0,52,2,2,100.0,2,0,46,209,107,7,3,0,4,1,35,35,100.0,0
10,d8931174,e5e7becb,19538871,CB,29-007,90,55,11,24,33,0,0,54,0,0,,0,0,33,203,79,5,0,0,0,0,36,35,97.2,0
11,9f8e9423,e5e7becb,19538871,CB,28-321,90,51,9,15,37,1,0,50,0,0,,0,0,37,219,112,6,0,0,0,0,42,42,100.0,1
12,d9565625,e5e7becb,19538871,"RB,WB",22-359,90,59,3,17,34,8,0,53,0,0,,0,0,40,165,85,4,0,0,1,0,44,39,88.6,0
13,7ba6d84e,e5e7becb,19538871,GK,31-125,90,25,21,25,0,0,0,13,0,0,,0,0,8,41,5,0,0,0,0,0,7,7,100.0,0
0,21a66f6a,e5e7becb,361ca564,FW,28-227,90,44,0,1,18,26,4,41,1,3,33.3,2,1,27,70,32,1,0,0,2,4,46,34,73.9,11
1,92e7e919,e5e7becb,361ca564,"AM,LW",29-247,90,49,0,2,24,25,4,41,2,2,100.0,2,0,30,152,79,5,0,1,1,2,49,30,61.2,8
2,df3cda47,e5e7becb,361ca564,AM,21-321,77,31,0,3,12,17,5,29,3,3,100.0,3,0,28,188,98,8,0,2,0,2,27,23,85.2,6
3,2b622f01,e5e7becb,361ca564,"AM,RW",29-211,13,7,0,0,4,4,0,6,2,3,66.7,2,0,5,37,31,1,1,0,0,0,5,3,60.0,0
4,8b04d6c1,e5e7becb,361ca564,DM,26-219,90,93,2,19,67,12,1,92,3,3,100.0,3,0,65,302,155,5,0,0,0,0,73,73,100.0,1
5,3b8674e6,e5e7becb,361ca564,DM,24-280,87,75,2,11,59,11,2,73,0,0,,0,0,57,351,177,7,3,0,0,1,60,56,93.3,2
6,2f7acede,e5e7becb,361ca564,DM,26-038,3,6,0,2,5,0,0,6,0,0,,0,0,4,44,32,2,0,0,0,0,6,6,100.0,0
7,3353737a,e5e7becb,361ca564,"WB,LB",25-086,90,68,4,13,25,34,6,63,1,1,100.0,1,0,46,266,158,8,4,0,3,2,61,51,83.6,9
8,d557d734,e5e7becb,361ca564,"WB,RB",30-055,90,50,0,12,20,21,2,46,0,0,,0,0,38,173,110,5,2,2,1,1,44,37,84.1,3
9,44781702,e5e7becb,361ca564,CB,28-322,86,70,8,23,42,8,0,66,0,0,,0,0,53,424,276,8,1,0,0,1,63,59,93.7,1
10,a29b1131,e5e7becb,361ca564,AM,24-155,4,1,0,0,0,1,0,1,0,0,,0,0,1,5,1,0,0,0,0,0,3,1,33.3,0
11,ac861941,e5e7becb,361ca564,CB,28-056,90,82,5,41,48,3,2,80,0,0,,0,0,59,379,190,3,0,0,0,0,74,74,100.0,1
12,a3d94a58,e5e7becb,361ca564,CB,23-319,90,87,8,28,61,8,1,87,0,0,,0,0,60,421,282,10,2,0,1,0,68,63,92.6,1
13,8f62b6ee,e5e7becb,361ca564,GK,35-076,90,26,24,26,0,0,0,22,0,0,,0,0,13,63,26,0,0,0,0,0,13,13,100.0,0
0,fed7cb61,0dcf103b,cff3d9bb,FW,22-275,90,38,1,3,17,19,7,37,0,1,0.0,1,0,24,137,81,4,0,2,8,0,37,28,75.7,11
1,49fe9070,0dcf103b,cff3d9bb,LW,26-007,62,22,0,1,7,15,5,22,1,2,50.0,1,0,15,35,14,1,0,1,2,1,25,17,68.0,6
2,5eae500a,0dcf103b,cff3d9bb,FW,28-304,28,8,0,0,4,4,1,8,0,1,0.0,0,0,4,11,0,0,0,0,1,0,14,6,42.9,2
3,6622454d,0dcf103b,cff3d9bb,"RW,WB",28-359,90,62,1,12,20,34,1,51,0,1,0.0,0,0,33,158,83,5,2,1,2,0,36,32,88.9,4
4,9674002f,0dcf103b,cff3d9bb,CM,23-062,62,33,0,3,16,17,0,28,0,0,,0,0,23,148,103,4,3,0,0,1,27,24,88.9,2
5,79c0821a,0dcf103b,cff3d9bb,CM,27-311,28,28,0,2,18,13,0,28,0,0,,0,0,19,159,101,6,4,0,0,0,27,25,92.6,1
6,b9fbae28,0dcf103b,cff3d9bb,CM,30-349,90,65,2,14,36,22,2,64,3,3,100.0,3,1,54,339,246,12,4,1,3,4,47,44,93.6,5
7,45db685d,0dcf103b,cff3d9bb,DM,30-083,90,73,2,23,39,13,0,69,1,1,100.0,1,0,46,201,94,3,0,0,2,0,51,48,94.1,1
8,4315f30d,0dcf103b,cff3d9bb,"LB,WB",23-049,77,59,1,23,28,11,0,52,0,1,0.0,0,0,41,207,93,7,3,0,1,0,39,38,97.4,0
9,1bf33a9a,0dcf103b,cff3d9bb,WB,23-176,13,9,0,1,3,7,0,9,0,0,,0,0,5,32,27,1,1,0,0,1,6,5,83.3,1
10,18b896d6,0dcf103b,cff3d9bb,CB,29-010,90,83,9,38,43,12,2,81,0,0,,0,0,66,360,261,6,4,1,1,1,67,66,98.5,0
11,1cb49278,0dcf103b,cff3d9bb,CB,25-337,90,104,13,58,57,1,0,99,1,1,100.0,1,0,85,569,385,8,0,0,0,0,85,85,100.0,0
12,5515376c,0dcf103b,cff3d9bb,"RB,CB",22-251,90,88,5,36,50,5,0,82,1,2,50.0,1,0,55,157,74,2,2,0,0,0,57,55,96.5,0
13,33887998,0dcf103b,cff3d9bb,GK,30-012,90,31,26,31,0,0,0,25,0,0,,0,0,18,36,9,0,0,0,0,0,20,20,100.0,0
0,4e9a0555,0dcf103b,b2b47a98,FW,30-096,90,36,1,5,16,17,2,36,0,0,,0,0,9,30,20,1,0,0,12,0,40,23,57.5,4
1,de112b84,0dcf103b,b2b47a98,"LW,RW",27-017,89,21,3,4,8,10,2,20,2,2,100.0,2,0,13,57,29,1,0,1,1,2,22,10,45.5,1
2,d56543a0,0dcf103b,b2b47a98,WB,28-017,1,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
3,862a1c15,0dcf103b,b2b47a98,RW,28-031,68,24,0,4,7,14,1,23,1,1,100.0,1,0,14,73,46,0,1,0,0,1,24,14,58.3,1
4,2b16cb1a,0dcf103b,b2b47a98,LW,25-001,22,8,0,1,2,5,0,8,3,4,75.0,3,0,9,54,21,2,0,0,1,0,10,6,60.0,1
5,a2b105e0,0dcf103b,b2b47a98,DM,24-134,90,27,0,6,19,4,0,25,0,0,,0,0,19,78,17,0,0,0,0,1,16,15,93.8,0
6,82518f62,0dcf103b,b2b47a98,DM,24-117,90,39,1,13,15,13,3,37,0,2,0.0,0,0,22,82,34,1,1,0,1,2,27,19,70.4,0
7,e514ab62,0dcf103b,b2b47a98,WB,26-176,90,42,3,9,14,21,1,27,1,1,100.0,1,0,16,60,21,2,1,0,2,0,13,10,76.9,0
8,758dd7f0,0dcf103b,b2b47a98,WB,27-312,89,28,2,7,10,12,0,20,0,0,,0,0,14,53,30,2,0,0,1,0,17,12,70.6,1
9,e58a03c6,0dcf103b,b2b47a98,RW,31-147,1,1,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
10,b2d31e83,0dcf103b,b2b47a98,CB,29-308,90,24,4,11,13,1,1,24,0,0,,0,0,8,54,18,0,0,0,0,0,10,10,100.0,0
11,c8aa95da,0dcf103b,b2b47a98,CB,30-083,90,42,12,24,18,3,3,37,1,1,100.0,1,0,14,83,43,0,0,0,0,1,12,12,100.0,0
12,450ab6fc,0dcf103b,b2b47a98,CB,28-122,90,25,7,15,12,2,1,25,0,0,,0,0,8,79,62,0,0,0,1,1,8,8,100.0,0
13,3a949a25,0dcf103b,b2b47a98,GK,33-057,90,30,23,29,1,0,0,12,0,0,,0,0,8,30,17,0,0,0,0,0,6,6,100.0,0
0,f2bf1b0f,2c627dd8,33c895d4,FW,25-243,90,32,0,1,9,22,4,32,1,1,100.0,1,0,19,61,29,3,0,2,1,3,56,27,48.2,10
1,5e105217,2c627dd8,33c895d4,FW,22-020,45,14,0,1,7,7,0,13,0,0,,0,0,6,55,18,1,1,0,0,0,18,8,44.4,3
2,97220da2,2c627dd8,33c895d4,FW,20-184,44,13,0,0,4,11,3,13,0,0,,0,0,9,67,13,1,0,1,0,3,20,10,50.0,5
3,9f472354,2c627dd8,33c895d4,FW,35-050,1,1,0,0,0,1,0,1,0,0,,0,0,1,16,5,1,0,0,0,0,3,1,33.3,0
4,68dc0dac,2c627dd8,33c895d4,"LM,RM",27-221,90,50,1,8,18,27,9,50,1,2,50.0,2,0,29,188,108,6,3,0,4,2,33,26,78.8,4
5,97333cf5,2c627dd8,33c895d4,"DM,RM",29-348,90,63,0,9,29,30,3,60,1,7,14.3,2,0,47,346,167,10,3,1,2,1,53,46,86.8,6
6,3515d404,2c627dd8,33c895d4,DM,27-132,90,90,3,9,56,30,0,71,0,0,,0,0,44,268,140,7,1,0,0,0,53,48,90.6,0
7,4b511457,2c627dd8,33c895d4,"DM,CB",30-170,73,58,2,11,47,7,0,57,0,0,,0,0,40,313,173,5,3,0,1,2,43,43,100.0,2
8,ab651565,2c627dd8,33c895d4,LM,28-007,17,11,0,0,6,5,2,10,0,0,,0,0,5,43,23,2,0,2,0,0,15,8,53.3,1
9,6dfd8f05,2c627dd8,33c895d4,LB,24-172,90,62,4,20,25,23,1,55,1,1,100.0,1,0,40,271,145,4,3,0,1,1,41,37,90.2,5
10,0b33f6ad,2c627dd8,33c895d4,CB,22-330,90,101,9,43,55,10,4,96,0,0,,0,0,57,453,244,9,2,0,1,1,66,66,100.0,0
11,4115ce4e,2c627dd8,33c895d4,"CB,RB",25-335,90,86,7,32,58,4,1,79,0,0,,0,0,36,255,143,1,0,0,0,0,48,47,97.9,0
12,984a5a64,2c627dd8,33c895d4,"RB,RM",24-334,90,68,3,11,34,31,4,58,3,4,75.0,4,0,49,384,253,10,4,2,2,4,47,36,76.6,4
13,c3e39f12,2c627dd8,33c895d4,GK,33-361,90,34,26,34,0,0,0,24,0,0,,0,0,13,32,20,0,0,0,0,0,17,16,94.1,0
0,e8832875,2c627dd8,2abfe087,FW,20-168,90,49,4,7,22,27,9,47,2,4,50.0,3,1,37,218,123,7,4,2,4,3,62,30,48.4,8
1,2c44a35d,2c627dd8,2abfe087,LW,24-118,86,32,1,5,17,15,4,32,2,3,66.7,2,0,23,223,180,10,3,3,2,1,37,18,48.6,5
2,43458538,2c627dd8,2abfe087,LW,30-057,4,8,0,1,2,5,2,8,0,0,,0,0,5,16,13,1,0,1,1,2,8,5,62.5,1
3,71b47ab9,2c627dd8,2abfe087,RW,22-327,89,39,1,4,20,16,4,39,0,1,0.0,0,0,26,187,83,3,1,0,3,1,44,27,61.4,2
4,1770bd68,2c627dd8,2abfe087,RW,28-164,1,3,1,1,0,2,0,3,0,0,,0,0,1,0,0,0,0,0,0,1,1,1,100.0,0
5,5aaef9ef,2c627dd8,2abfe087,CM,35-015,90,50,4,16,22,14,3,50,0,1,0.0,0,0,27,128,61,3,0,2,1,2,26,23,88.5,1
6,2acd49b9,2c627dd8,2abfe087,CM,32-209,90,42,3,8,26,10,0,41,3,4,75.0,3,0,30,99,53,3,0,0,1,2,20,20,100.0,0
7,e1df6989,2c627dd8,2abfe087,DM,22-316,90,52,4,20,27,10,2,49,1,1,100.0,1,0,27,166,117,2,0,1,2,1,24,19,79.2,0
8,19a12bed,2c627dd8,2abfe087,LB,27-175,90,54,6,25,25,8,0,44,0,0,,0,0,27,117,53,1,1,0,0,1,24,22,91.7,0
