,player_id,match_id,team_id,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received
11,da7b447d,eaf98461,361ca564,CB,25-099,8,11,2,8,3,0,0,11,0,0,,0,0,7,18,16,0,0,0,0,0,7,7,100.0,0
12,df8b52a5,eaf98461,361ca564,RB,22-248,90,65,7,22,39,5,0,54,0,0,,0,0,30,72,26,1,0,0,0,2,31,29,93.5,0
13,8f62b6ee,eaf98461,361ca564,GK,34-267,90,31,29,31,0,0,0,22,0,0,,0,0,10,30,16,0,0,0,0,0,13,13,100.0,0
0,5eae500a,eaf98461,cff3d9bb,FW,28-129,90,32,1,1,13,21,6,31,3,3,100.0,3,0,25,119,80,4,1,2,2,3,42,22,52.4,6
1,fed7cb61,eaf98461,cff3d9bb,"LW,FW",22-100,69,45,1,4,23,19,5,45,0,4,0.0,0,0,33,168,94,7,1,1,4,1,44,33,75.0,9
2,49fe9070,eaf98461,cff3d9bb,FW,25-197,21,13,0,0,2,12,4,13,0,0,,0,0,10,41,16,1,0,1,1,1,16,11,68.8,5
3,9674002f,eaf98461,cff3d9bb,RW,22-252,45,29,0,8,9,13,3,28,1,2,50.0,1,0,18,118,86,3,1,1,0,1,24,17,70.8,3
4,b9fbae28,eaf98461,cff3d9bb,CM,30-174,45,37,0,6,20,13,1,37,1,1,100.0,1,0,33,151,78,5,1,1,1,0,33,31,93.9,0
5,79c0821a,eaf98461,cff3d9bb,"CM,DM",27-136,90,73,1,10,47,20,3,73,1,2,50.0,1,0,48,213,121,9,2,1,0,6,51,47,92.2,1
6,45db685d,eaf98461,cff3d9bb,DM,29-273,90,77,3,18,50,17,1,76,2,2,100.0,2,0,54,129,69,3,2,0,1,1,59,57,96.6,0
7,f4290206,eaf98461,cff3d9bb,WB,30-265,90,94,4,19,34,43,6,78,1,4,25.0,1,0,57,298,205,10,1,0,0,2,62,57,91.9,6
8,53cad200,eaf98461,cff3d9bb,WB,32-022,90,66,1,16,27,23,6,57,0,0,,0,0,33,90,35,2,0,0,0,0,44,40,90.9,4
9,18b896d6,eaf98461,cff3d9bb,CB,28-200,90,61,6,25,30,8,2,60,0,0,,0,0,41,98,21,1,0,0,0,1,49,48,98.0,1
10,86e7deaf,eaf98461,cff3d9bb,CB,36-362,90,77,18,38,36,6,6,77,0,0,,0,0,43,195,103,1,0,0,1,0,47,46,97.9,0
11,1cb49278,eaf98461,cff3d9bb,CB,25-162,90,66,8,32,30,6,0,66,1,1,100.0,1,0,44,146,69,1,1,0,0,0,44,44,100.0,0
12,28d596a0,eaf98461,cff3d9bb,GK,26-351,90,31,26,31,0,0,0,27,0,0,,0,0,20,65,29,0,0,0,0,0,19,19,100.0,0
0,dea698d9,7c21232e,19538871,"FW,LW",36-232,90,35,1,3,19,15,4,33,1,1,100.0,1,0,17,96,82,7,1,3,2,0,37,25,67.6,5
1,867239d3,7c21232e,19538871,"LW,DM",28-194,90,58,1,6,29,25,6,58,1,3,33.3,1,0,37,166,129,8,1,2,1,3,42,38,90.5,6
2,58eee997,7c21232e,19538871,RW,19-359,90,38,0,2,16,24,9,38,4,4,100.0,4,0,35,351,244,9,2,5,2,0,46,30,65.2,7
3,507c7bdf,7c21232e,19538871,AM,27-017,90,66,2,11,25,34,5,56,2,2,100.0,2,0,34,144,105,8,4,1,1,0,58,41,70.7,2
4,b853e0ad,7c21232e,19538871,DM,28-204,90,52,3,16,33,4,0,50,2,2,100.0,2,0,33,69,19,1,0,0,1,1,35,35,100.0,0
5,d93c2511,7c21232e,19538871,DM,24-291,81,32,1,11,14,9,1,32,1,1,100.0,1,0,22,93,37,2,2,0,2,0,27,21,77.8,1
6,527f063d,7c21232e,19538871,FW,34-223,9,5,0,0,2,4,2,5,0,0,,0,0,3,11,1,0,1,0,0,0,5,3,60.0,1
7,9c94165b,7c21232e,19538871,LB,26-075,33,23,0,3,9,13,0,19,0,0,,0,0,15,111,87,4,2,0,0,1,20,17,85.0,2
8,d9565625,7c21232e,19538871,LB,22-191,57,39,2,12,19,14,3,32,1,1,100.0,1,0,18,139,115,7,3,2,1,0,20,20,100.0,4
9,d8931174,7c21232e,19538871,CB,28-204,66,32,8,24,6,2,2,31,0,0,,0,0,11,57,27,0,0,0,0,0,11,10,90.9,0
10,f5deef4c,7c21232e,19538871,CB,27-070,24,15,1,6,10,0,0,15,0,0,,0,0,10,45,24,0,0,0,0,0,7,6,85.7,0
11,9f8e9423,7c21232e,19538871,CB,28-153,90,61,6,41,21,3,2,57,0,0,,0,0,29,134,63,1,0,0,0,0,37,33,89.2,0
12,9e525177,7c21232e,19538871,RB,23-303,90,84,6,42,36,12,0,68,1,1,100.0,1,0,49,286,209,5,3,0,0,0,49,44,89.8,0
13,7ba6d84e,7c21232e,19538871,GK,30-322,90,25,25,25,0,0,0,18,0,0,,0,0,12,37,17,0,0,0,0,0,11,11,100.0,0
0,aed3a70f,7c21232e,8602292d,FW,25-269,90,22,0,1,7,14,5,22,3,3,100.0,3,0,19,46,11,1,0,0,2,1,36,15,41.7,2
1,07802f7f,7c21232e,8602292d,FW,29-064,77,40,2,5,19,16,5,38,0,3,0.0,0,0,22,49,23,1,0,0,5,0,41,23,56.1,5
2,66b76d44,7c21232e,8602292d,FW,24-274,13,8,1,1,3,5,1,8,0,0,,0,0,6,17,5,0,1,0,1,1,8,6,75.0,1
3,6f7d826d,7c21232e,8602292d,CM,23-139,90,44,0,5,25,15,0,40,0,1,0.0,0,0,24,82,27,1,0,0,2,0,22,19,86.4,0
4,90f91999,7c21232e,8602292d,CM,26-342,90,40,0,5,24,13,0,38,1,1,100.0,1,0,24,99,48,2,2,0,2,2,31,26,83.9,4
5,1544f145,7c21232e,8602292d,DM,20-120,85,35,1,4,17,19,1,35,1,2,50.0,1,0,24,72,38,4,1,0,3,3,27,22,81.5,1
6,05e8ca6d,7c21232e,8602292d,DM,20-066,5,1,0,0,0,1,0,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0
7,e514ab62,7c21232e,8602292d,WB,26-007,90,49,2,8,23,19,1,37,0,0,,0,0,26,93,64,1,0,0,0,2,29,19,65.5,0
8,2389cdc2,7c21232e,8602292d,WB,24-049,90,41,2,13,18,12,1,35,0,0,,0,0,20,123,86,4,1,0,1,2,21,19,90.5,1
9,8397a50c,7c21232e,8602292d,CB,28-196,90,46,7,21,23,4,1,38,0,0,,0,0,13,52,19,1,0,0,0,0,20,17,85.0,0
10,bf8fad51,7c21232e,8602292d,CB,26-071,90,34,7,19,10,6,3,33,1,1,100.0,1,0,21,91,36,0,0,0,0,0,20,20,100.0,1
11,0313a347,7c21232e,8602292d,CB,23-337,90,36,12,20,15,1,1,35,1,1,100.0,1,0,16,51,20,1,0,0,0,0,15,14,93.3,0
12,7956236f,7c21232e,8602292d,GK,29-023,90,43,38,43,0,0,0,26,0,0,,0,0,15,77,46,0,0,0,0,0,14,14,100.0,0
0,49fe9070,fc59faf7,cff3d9bb,"FW,AM",25-203,90,28,0,8,8,14,4,27,0,3,0.0,1,0,23,166,116,4,1,2,2,2,40,18,45.0,6
1,5eae500a,fc59faf7,cff3d9bb,FW,28-135,90,18,1,1,10,7,4,16,1,1,100.0,1,0,10,50,29,2,0,1,4,0,27,14,51.9,4
2,79c0821a,fc59faf7,cff3d9bb,"CM,DM",27-142,90,47,3,19,25,7,1,46,3,4,75.0,3,0,38,230,118,3,0,1,1,1,40,37,92.5,0
3,b9fbae28,fc59faf7,cff3d9bb,CM,30-180,59,29,0,15,11,5,0,29,1,2,50.0,1,0,16,77,54,1,0,0,0,2,23,16,69.6,1
4,fed7cb61,fc59faf7,cff3d9bb,"AM,CM",22-106,31,6,0,3,4,0,0,6,0,0,,0,0,7,24,3,0,0,0,0,0,10,6,60.0,1
5,45db685d,fc59faf7,cff3d9bb,DM,29-279,75,43,9,28,18,1,0,42,0,0,,0,0,26,128,54,2,0,0,0,4,31,30,96.8,0
6,e97fd090,fc59faf7,cff3d9bb,DM,25-245,15,19,1,3,15,3,0,19,2,3,66.7,2,0,17,115,49,4,1,0,1,0,14,13,92.9,1
7,f4290206,fc59faf7,cff3d9bb,WB,30-271,90,53,5,22,21,13,1,45,1,1,100.0,1,0,40,216,139,6,0,0,1,4,38,36,94.7,2
8,1265a93a,fc59faf7,cff3d9bb,WB,21-291,28,12,0,5,7,0,0,10,0,0,,0,0,6,10,1,0,0,0,0,0,8,8,100.0,0
9,86e7deaf,fc59faf7,cff3d9bb,CB,37-003,62,41,6,25,17,0,0,39,0,0,,0,0,23,109,58,2,0,0,0,1,20,20,100.0,0
10,18b896d6,fc59faf7,cff3d9bb,CB,28-206,90,59,14,35,23,4,0,56,1,1,100.0,1,0,37,149,82,5,2,0,0,0,43,41,95.3,0
11,1cb49278,fc59faf7,cff3d9bb,CB,25-168,90,72,25,53,24,0,0,69,0,0,,0,0,39,170,83,0,0,0,0,0,39,38,97.4,0
12,53cad200,fc59faf7,cff3d9bb,"WB,CB",32-028,90,82,6,38,30,17,1,74,1,1,100.0,1,0,50,218,117,6,2,0,1,0,59,54,91.5,1
13,33887998,fc59faf7,cff3d9bb,GK,29-208,90,38,35,38,0,0,0,25,0,0,,0,0,16,92,45,0,0,0,0,0,15,15,100.0,0
0,ed1e53f3,fc59faf7,b8fd03ef,"FW,CM",21-120,86,32,0,1,16,16,2,25,1,1,100.0,1,1,20,56,30,2,1,1,3,2,47,19,40.4,7
1,101da2b5,fc59faf7,b8fd03ef,CM,36-144,4,1,0,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,,0
2,b0b4fd3e,fc59faf7,b8fd03ef,LW,26-015,86,54,1,3,19,34,13,54,2,4,50.0,2,0,48,237,155,11,1,6,2,2,57,42,73.7,9
3,b400bde0,fc59faf7,b8fd03ef,LW,26-291,4,4,0,2,2,1,1,4,0,1,0.0,0,0,3,11,11,0,0,0,1,0,7,4,57.1,0
4,b66315ae,fc59faf7,b8fd03ef,"RW,FW",24-175,90,58,0,7,16,37,9,58,2,2,100.0,2,0,47,260,113,7,0,3,0,1,54,44,81.5,9
5,e46012d4,fc59faf7,b8fd03ef,CM,30-089,80,52,2,7,17,30,3,44,1,2,50.0,1,1,32,103,51,3,1,1,2,1,38,30,78.9,6
6,892d5bb1,fc59faf7,b8fd03ef,RW,30-216,10,3,0,1,3,1,0,3,0,1,0.0,0,0,3,38,24,0,0,0,0,0,4,3,75.0,1
7,3eb22ec9,fc59faf7,b8fd03ef,CM,27-046,90,86,6,18,50,27,2,84,2,3,66.7,2,0,68,385,212,11,5,0,1,0,64,61,95.3,1
8,6434f10d,fc59faf7,b8fd03ef,DM,25-095,90,88,4,19,62,13,0,88,0,0,,0,0,65,324,193,9,2,0,0,1,62,59,95.2,0
9,bd6351cd,fc59faf7,b8fd03ef,LB,27-121,90,112,4,20,63,40,3,101,3,4,75.0,4,0,87,443,250,16,5,1,1,1,82,80,97.6,1
10,119b9a8e,fc59faf7,b8fd03ef,CB,27-121,90,77,10,29,52,4,2,74,0,0,,0,0,58,390,308,16,2,0,0,0,64,63,98.4,0
11,31c69ef1,fc59faf7,b8fd03ef,CB,24-134,90,83,9,30,52,2,2,81,0,0,,0,0,64,226,102,4,0,0,0,0,68,67,98.5,0
12,86dd77d1,fc59faf7,b8fd03ef,RB,31-120,90,69,4,12,44,16,0,64,0,0,,0,0,55,252,122,5,3,0,0,0,55,53,96.4,0
13,3bb7b8b4,fc59faf7,b8fd03ef,GK,28-039,90,32,29,32,0,0,0,27,0,0,,0,0,22,94,49,0,0,0,0,0,19,19,100.0,0
0,45963054,2d61f328,a2d435b3,FW,34-257,90,35,1,2,14,23,13,33,3,4,75.0,4,0,20,93,27,3,1,2,3,1,44,27,61.4,15
1,3ea50f67,2d61f328,a2d435b3,LW,23-290,90,54,0,2,26,35,9,54,2,5,40.0,4,0,47,242,172,14,5,2,2,1,61,47,77.0,14
2,7c104bb7,2d61f328,a2d435b3,RW,23-340,77,47,0,5,21,26,6,47,2,2,100.0,2,0,40,250,144,7,4,2,3,1,42,37,88.1,9
3,ee38d9c5,2d61f328,a2d435b3,RW,24-306,13,10,0,1,3,7,0,8,0,0,,0,0,6,52,25,1,0,0,0,0,7,7,100.0,1
4,ae59b359,2d61f328,a2d435b3,CM,22-210,61,51,0,5,29,20,3,51,0,0,,0,0,37,212,101,5,1,0,1,0,52,43,82.7,5
5,c92e1a31,2d61f328,a2d435b3,CM,24-357,29,15,0,1,5,9,3,15,0,1,0.0,0,0,13,37,22,2,0,0,1,1,21,14,66.7,6
6,56f7a928,2d61f328,a2d435b3,CM,24-141,90,90,1,14,44,37,2,84,1,1,100.0,1,0,72,268,193,10,3,1,3,2,73,69,94.5,4
7,6b47c5db,2d61f328,a2d435b3,DM,24-283,90,75,6,28,43,7,0,75,0,0,,0,0,56,231,120,4,1,0,2,2,54,50,92.6,2
8,01226327,2d61f328,a2d435b3,LB,32-051,90,96,1,21,52,30,4,76,0,1,0.0,1,1,62,260,102,4,2,1,1,1,69,63,91.3,2
9,1900032e,2d61f328,a2d435b3,CB,29-053,90,83,7,42,42,1,0,81,1,1,100.0,1,0,66,316,151,3,0,0,0,0,65,61,93.8,0
10,21166ff4,2d61f328,a2d435b3,CB,25-125,90,78,10,51,32,6,0,76,0,1,0.0,0,0,50,420,260,5,2,0,0,0,51,48,94.1,1
11,75a72a99,2d61f328,a2d435b3,RB,27-354,45,33,1,7,14,13,1,28,0,0,,0,0,23,88,65,2,1,0,0,0,25,20,80.0,2
12,197640fd,2d61f328,a2d435b3,RB,25-294,45,43,0,18,13,13,2,37,1,1,100.0,1,0,30,54,25,1,1,0,0,1,33,26,78.8,3
13,53af52f3,2d61f328,a2d435b3,GK,34-324,90,38,34,38,0,0,0,29,0,0,,0,0,23,58,22,0,0,0,0,0,17,16,94.1,0
0,4e9a0555,2d61f328,943e8050,FW,29-292,90,27,4,5,13,9,3,27,1,1,100.0,1,0,12,46,19,2,0,0,1,1,38,17,44.7,2
1,0d4ceb32,2d61f328,943e8050,FW,29-147,74,25,1,2,5,18,6,25,1,1,100.0,1,0,17,40,11,1,0,0,3,2,47,19,40.4,4
2,2691c772,2d61f328,943e8050,FW,31-330,16,9,0,0,3,6,4,9,0,0,,0,0,3,3,1,0,0,0,1,1,16,5,31.3,0
3,beb391dd,2d61f328,943e8050,LM,24-363,44,21,2,8,5,8,4,21,1,2,50.0,1,0,13,69,22,2,0,1,1,0,16,11,68.8,5
4,f72293fc,2d61f328,943e8050,RM,30-333,46,19,1,5,7,11,0,19,1,2,50.0,2,0,17,65,45,2,1,0,0,3,14,11,78.6,1
5,47369df8,2d61f328,943e8050,CM,25-280,90,43,4,11,26,7,0,42,0,0,,0,0,15,62,28,1,0,0,0,0,22,21,95.5,3
6,495945ef,2d61f328,943e8050,CM,31-177,90,55,1,8,31,16,1,48,0,0,,0,0,29,71,16,0,0,0,2,1,32,32,100.0,1
7,fc15fb84,2d61f328,943e8050,"RM,LM",21-307,86,38,7,14,14,14,1,36,0,5,0.0,0,0,23,152,60,4,1,0,0,1,17,14,82.4,0
8,2ff964a0,2d61f328,943e8050,LM,34-162,4,5,0,0,3,2,0,5,0,0,,0,0,2,17,7,1,0,0,0,0,1,1,100.0,0
9,cc2d7ad5,2d61f328,943e8050,LB,28-007,90,57,5,26,25,9,0,48,0,0,,0,0,20,58,24,2,1,0,2,1,27,27,100.0,0
10,8df7a2fb,2d61f328,943e8050,CB,32-002,90,38,9,20,17,2,2,38,0,0,,0,0,19,83,13,0,0,0,0,0,24,22,91.7,0
11,15ea812b,2d61f328,943e8050,CB,28-310,90,33,9,18,14,3,3,33,0,0,,0,0,13,43,35,1,0,0,1,0,21,16,76.2,2
12,9a9c05db,2d61f328,943e8050,RB,32-108,90,47,8,19,19,11,0,36,0,1,0.0,0,0,16,57,36,1,1,0,1,0,18,16,88.9,1
13,4b40d9ca,2d61f328,943e8050,GK,29-159,90,29,28,29,0,0,0,14,0,0,,0,0,11,63,43,0,0,0,0,0,6,6,100.0,0
0,1fb1c435,6e228b2c,5bfb9659,FW,30-203,90,36,4,4,16,19,7,33,0,2,0.0,0,0,25,126,58,3,2,0,5,2,34,23,67.6,9
1,c931d9f9,6e228b2c,5bfb9659,LM,23-319,45,10,0,3,2,6,3,10,0,0,,0,0,6,63,23,1,1,0,2,0,14,7,50.0,1
2,aa849a12,6e228b2c,5bfb9659,LM,24-309,45,23,1,6,7,12,2,22,2,4,50.0,3,0,18,67,24,0,0,0,1,3,17,13,76.5,1
3,67ca8566,6e228b2c,5bfb9659,"CM,RB",30-159,90,35,2,10,16,12,1,33,0,0,,0,0,21,174,120,4,2,0,0,2,26,19,73.1,1
4,282679b4,6e228b2c,5bfb9659,CM,31-104,90,39,0,1,16,25,8,38,0,0,,0,0,31,150,56,4,2,1,0,3,34,30,88.2,3
5,3423f250,6e228b2c,5bfb9659,RM,24-285,68,40,3,6,17,22,3,36,4,6,66.7,5,2,31,287,218,9,2,2,0,0,29,24,82.8,4
6,6c17e046,6e228b2c,5bfb9659,"RM,CM",22-256,22,10,0,2,6,6,0,10,0,1,0.0,0,0,9,105,90,2,2,0,1,0,14,10,71.4,4
7,4f565d77,6e228b2c,5bfb9659,DM,25-297,90,53,0,17,32,11,1,53,0,0,,0,0,41,244,86,1,2,0,1,0,39,39,100.0,0
8,24f59bb2,6e228b2c,5bfb9659,LB,25-034,90,51,1,16,20,18,3,44,0,2,0.0,0,1,28,200,95,4,2,1,0,0,29,25,86.2,5
9,dc64b8b3,6e228b2c,5bfb9659,CB,30-026,90,69,13,48,25,0,0,69,0,0,,0,0,44,357,231,2,0,0,0,0,43,43,100.0,0
10,4654e5f5,6e228b2c,5bfb9659,CB,18-292,90,80,15,61,26,1,0,80,1,1,100.0,1,0,57,481,309,2,0,0,1,0,59,59,100.0,1
11,8d03ca5a,6e228b2c,5bfb9659,RB,21-352,89,63,3,32,28,12,1,56,1,2,50.0,1,0,42,264,155,4,3,1,0,0,41,38,92.7,1
12,df04eb4b,6e228b2c,5bfb9659,RM,19-330,1,2,0,0,0,2,0,2,0,1,0.0,0,0,2,28,19,1,0,0,0,0,2,1,50.0,0
13,6b625ac2,6e228b2c,5bfb9659,GK,21-207,90,54,51,54,0,0,0,41,0,0,,0,0,31,172,106,0,0,0,0,0,26,26,100.0,0
0,ac05f970,6e228b2c,7c21e445,FW,31-181,89,46,0,2,23,24,9,46,3,4,75.0,3,0,42,261,145,9,3,3,4,3,56,38,67.9,9
1,849c826a,6e228b2c,7c21e445,FW,31-337,1,1,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,100.0,0
2,5a04fd92,6e228b2c,7c21e445,"LW,RW",26-046,90,48,1,7,19,26,5,46,2,3,66.7,2,0,39,221,89,6,1,2,1,3,36,34,94.4,7
3,79c84d1c,6e228b2c,7c21e445,RW,24-279,89,42,0,6,14,24,3,40,1,2,50.0,1,0,31,217,64,3,0,2,2,4,43,32,74.4,10
4,3e9e06cb,6e228b2c,7c21e445,CB,31-142,1,1,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
5,82927de4,6e228b2c,7c21e445,AM,25-215,77,33,2,3,13,18,3,31,0,0,,0,0,19,103,67,2,1,1,2,1,27,21,77.8,3
6,aa8e289e,6e228b2c,7c21e445,"AM,LW",23-356,13,6,0,2,3,1,0,6,0,0,,0,0,3,10,3,0,0,0,0,1,7,5,71.4,0
7,1c7012b8,6e228b2c,7c21e445,DM,22-254,90,41,4,14,28,7,0,41,2,3,66.7,3,0,31,431,226,7,2,0,0,2,28,24,85.7,0
8,6613c819,6e228b2c,7c21e445,DM,26-210,90,40,3,16,18,9,1,40,0,0,,0,0,21,83,51,2,2,0,0,0,34,25,73.5,1
9,4f974391,6e228b2c,7c21e445,"LB,WB",31-284,90,61,3,24,24,19,1,45,0,0,,0,0,27,188,113,5,3,0,0,0,31,28,90.3,0
10,74b2cd7e,6e228b2c,7c21e445,CB,33-125,90,46,5,24,21,3,0,46,0,0,,0,0,32,302,130,4,1,0,0,0,37,35,94.6,0
11,ce4246f5,6e228b2c,7c21e445,CB,26-333,90,48,9,27,24,6,1,46,0,0,,0,0,29,301,201,3,3,0,0,0,25,25,100.0,1
12,fdf3cb77,6e228b2c,7c21e445,"RB,WB",29-034,90,58,8,25,19,18,0,44,1,1,100.0,1,0,24,163,58,2,2,0,0,0,24,23,95.8,0
13,9328b835,6e228b2c,7c21e445,GK,36-160,90,30,27,30,0,0,0,22,0,0,,0,0,12,63,36,0,0,0,0,0,10,10,100.0,0
0,43458538,70fda3e9,2abfe087,FW,29-253,90,24,3,5,10,11,4,22,2,4,50.0,2,1,16,129,83,4,2,1,3,1,32,16,50.0,5
1,2c44a35d,70fda3e9,2abfe087,LW,23-314,74,28,0,2,10,19,9,28,2,5,40.0,3,2,20,124,76,5,2,3,1,2,26,19,73.1,5
2,b579e83d,70fda3e9,2abfe087,DM,25-320,16,10,1,2,7,2,0,10,0,0,,0,0,9,85,58,3,0,0,0,0,8,7,87.5,0
3,bfdb33aa,70fda3e9,2abfe087,RW,23-212,90,33,0,2,15,17,4,33,2,3,66.7,2,0,23,135,90,5,1,1,2,4,42,23,54.8,9
4,6cdd8245,70fda3e9,2abfe087,AM,32-044,45,16,0,1,4,11,1,11,0,0,,0,0,5,17,0,0,0,0,0,1,13,7,53.8,2
5,17d45fb2,70fda3e9,2abfe087,"AM,DM",26-186,45,30,1,2,17,15,1,29,1,1,100.0,1,0,22,154,94,3,2,1,2,2,27,21,77.8,7
6,5aaef9ef,70fda3e9,2abfe087,DM,34-211,63,40,1,7,30,5,0,38,0,0,,0,0,15,64,28,1,0,0,1,0,29,25,86.2,0
7,e8832875,70fda3e9,2abfe087,"LW,AM",19-364,27,18,1,2,9,9,1,18,3,5,60.0,3,0,15,94,69,2,2,1,1,1,15,11,73.3,2
8,2acd49b9,70fda3e9,2abfe087,DM,32-040,90,59,2,10,43,13,0,57,2,3,66.7,2,0,30,171,71,3,1,0,0,1,42,40,95.2,3
9,89d10e53,70fda3e9,2abfe087,LB,31-085,90,64,1,15,28,24,0,48,6,7,85.7,6,2,38,162,104,5,1,0,1,1,38,31,81.6,2
10,89e4b358,70fda3e9,2abfe087,CB,32-231,90,47,8,24,27,0,0,47,0,0,,0,0,28,243,149,1,0,0,0,0,34,33,97.1,0
11,7ed4921e,70fda3e9,2abfe087,CB,28-024,90,50,3,25,28,2,0,50,1,1,100.0,1,0,29,265,212,9,1,0,0,0,29,28,96.6,0
12,e5d01ecf,70fda3e9,2abfe087,RB,30-235,66,45,4,12,19,19,0,33,0,0,,0,0,15,77,24,2,2,0,0,0,20,19,95.0,3
13,3631ad41,70fda3e9,2abfe087,RB,21-018,24,12,0,3,4,5,0,9,1,1,100.0,1,0,5,37,15,1,0,0,0,0,6,5,83.3,1
14,d0b3ceb9,70fda3e9,2abfe087,GK,38-175,90,32,25,32,0,0,0,18,0,0,,0,0,11,45,24,0,0,0,0,0,10,9,90.0,0
0,2b16cb1a,70fda3e9,b2b47a98,"FW,AM",24-197,90,50,0,4,26,27,6,48,2,5,40.0,4,0,43,195,91,4,3,1,2,8,54,39,72.2,6
1,c17bfb65,70fda3e9,b2b47a98,LM,25-042,90,46,2,9,20,17,2,46,0,0,,0,0,24,118,58,4,0,0,2,0,52,34,65.4,6
2,a2b105e0,70fda3e9,b2b47a98,"CM,DM",23-330,90,46,4,11,26,11,2,44,1,1,100.0,1,0,32,130,68,2,1,0,0,4,34,29,85.3,1
3,a3b03921,70fda3e9,b2b47a98,CM,22-036,82,39,1,11,20,16,3,39,2,4,50.0,2,0,30,218,153,8,3,3,2,1,31,24,77.4,5
4,e58a03c6,70fda3e9,b2b47a98,FW,30-343,8,3,0,0,3,1,0,3,0,0,,0,0,3,6,0,0,0,0,0,0,6,3,50.0,1
5,862a1c15,70fda3e9,b2b47a98,RM,27-227,78,39,0,11,15,16,1,39,1,1,100.0,1,0,30,223,149,8,3,0,0,0,36,24,66.7,3
6,de112b84,70fda3e9,b2b47a98,RM,26-213,12,7,0,1,2,4,1,7,0,0,,0,0,5,38,20,1,0,0,0,0,7,5,71.4,2
7,c951a6df,70fda3e9,b2b47a98,DM,26-187,90,41,2,17,22,5,1,39,0,0,,0,0,21,61,19,1,2,0,1,0,23,19,82.6,1
8,71ef519e,70fda3e9,b2b47a98,LB,32-015,90,71,4,23,36,15,2,54,1,1,100.0,1,0,29,146,102,5,0,0,0,0,28,27,96.4,0
9,2b91cf8e,70fda3e9,b2b47a98,CB,31-364,90,42,5,23,15,5,2,42,1,1,100.0,1,0,21,95,44,2,1,0,0,0,23,21,91.3,0
10,f25b010f,70fda3e9,b2b47a98,CB,32-216,90,34,6,21,12,2,2,31,0,0,,0,0,17,61,13,0,0,0,0,0,19,18,94.7,0
11,758dd7f0,70fda3e9,b2b47a98,RB,27-143,90,53,8,24,23,8,1,44,1,2,50.0,1,0,25,82,45,0,1,0,0,0,26,22,84.6,1
12,cde3309f,70fda3e9,b2b47a98,GK,30-352,90,31,27,30,1,0,0,17,0,0,,0,0,9,27,13,0,0,0,0,0,9,9,100.0,0
0,b318a643,d516ccbf,d3fd31cc,FW,32-009,90,29,0,0,15,14,3,29,0,0,,0,0,19,48,24,2,0,0,2,2,38,22,57.9,4
1,4468ec10,d516ccbf,d3fd31cc,AM,25-089,82,43,0,1,21,24,7,42,1,3,33.3,1,0,37,184,120,8,3,2,2,0,42,33,78.6,7
2,9228b07c,d516ccbf,d3fd31cc,AM,23-087,8,7,0,0,0,7,0,7,0,0,,0,0,5,7,6,0,0,0,0,0,6,5,83.3,1
3,6ca5ec4b,d516ccbf,d3fd31cc,LM,25-145,88,52,1,4,24,28,2,51,2,2,100.0,2,1,45,226,138,7,2,1,4,0,44,40,90.9,9
4,e814e1cf,d516ccbf,d3fd31cc,LM,18-265,2,6,0,1,4,2,0,6,0,0,,0,0,5,17,16,0,0,0,0,1,5,5,100.0,0
5,cc700722,d516ccbf,d3fd31cc,CM,30-260,90,34,0,7,24,7,2,32,0,0,,0,0,25,154,70,4,2,1,0,1,22,20,90.9,0
6,02b29014,d516ccbf,d3fd31cc,CM,28-267,90,73,4,18,40,19,2,73,1,2,50.0,1,0,54,283,166,3,2,0,1,1,48,47,97.9,5
7,b28bbd58,d516ccbf,d3fd31cc,RM,30-071,75,40,0,5,17,21,2,34,1,1,100.0,1,0,32,199,103,7,3,0,2,0,33,27,81.8,1
8,2bd83368,d516ccbf,d3fd31cc,RM,20-213,15,9,0,1,5,4,0,9,0,0,,0,0,7,67,36,2,1,0,0,0,8,6,75.0,0
9,1b84dbe1,d516ccbf,d3fd31cc,LB,28-067,90,81,4,17,36,34,3,68,0,0,,0,0,49,247,144,4,5,0,0,1,52,49,94.2,1
10,c5b7c315,d516ccbf,d3fd31cc,CB,28-257,90,47,6,21,27,2,1,47,0,0,,0,0,34,186,71,3,1,0,1,0,32,32,100.0,0
11,6d5701f2,d516ccbf,d3fd31cc,CB,27-002,90,53,12,28,25,1,1,52,0,0,,0,0,33,138,54,1,0,0,0,0,36,35,97.2,0
12,9f7c837d,d516ccbf,d3fd31cc,RB,23-253,90,61,1,20,29,17,3,51,0,0,,0,0,40,246,155,7,3,0,0,0,38,35,92.1,2
13,4806ec67,d516ccbf,d3fd31cc,GK,27-202,90,35,29,35,0,0,0,22,0,0,,0,0,19,82,45,0,0,0,0,0,16,16,100.0,0
