,minute,player_id,team_id,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
13,60,90f91999,8cabd787,Blocked,20,Left Foot,Volley,0313a347,Pass (Live),,
14,62,bb5fbd2b,8cabd787,Blocked,12,Head,,f230bc30,Pass (Live),4bcf39f6,Pass (Live)
15,64,282f75f3,8cabd787,Blocked,12,Head,,bb5fbd2b,Pass (Dead),ce5143da,Pass (Live)
16,68,aed3a70f,8cabd787,Goal,13,Left Foot,,8397a50c,Pass (Live),7956236f,Pass (Live)
17,71,ce5143da,8cabd787,Off Target,9,Head,,bb5fbd2b,Pass (Live),f4e433d4,Pass (Live)
18,76,6c203af0,8cabd787,Wayward,23,Right Foot,Volley,,,,
19,78,38ceb24a,8cabd787,Off Target,14,Right Foot,Volley,1daec722,Pass (Live),282f75f3,Pass (Live)
20,80,4bcf39f6,8cabd787,Saved,19,Right Foot,,,,,
0,13,3727dd3c,fd61d442,Saved,24,Right Foot,Free kick,e514ab62,Fouled,,
1,16,4e9a0555,fd61d442,Off Target,12,Head,,e514ab62,Pass (Live),b2d31e83,Pass (Live)
2,18,4e9a0555,fd61d442,Blocked,11,Head,,d56543a0,Pass (Live),c8aa95da,Pass (Live)
3,24,77cf6852,fd61d442,Blocked,23,Right Foot,,,,,
4,26,4e9a0555,fd61d442,Saved,9,Head,,d56543a0,Pass (Live),3727dd3c,Pass (Live)
5,27,c17bfb65,fd61d442,Blocked,9,Head,,d56543a0,Pass (Live),e514ab62,Pass (Live)
6,27,77cf6852,fd61d442,Off Target,16,Right Foot,Volley,c17bfb65,Shot,,
7,32,e514ab62,fd61d442,Saved,11,Left Foot,,a3b03921,Pass (Live),d56543a0,Pass (Live)
8,33,c17bfb65,fd61d442,Goal,8,Head,,d56543a0,Pass (Live),c8aa95da,Pass (Live)
9,37,d56543a0,fd61d442,Saved,12,Left Foot,Half volley,de112b84,Pass (Live),77cf6852,Pass (Live)
10,39,4e9a0555,fd61d442,Saved,5,Head,,de112b84,Pass (Live),d56543a0,Pass (Live)
11,40,3727dd3c,fd61d442,Off Target,27,Right Foot,,de112b84,Pass (Live),3727dd3c,Pass (Live)
12,44,a3b03921,fd61d442,Goal,17,Right Foot,,c8aa95da,Pass (Live),c8aa95da,Dribble
13,45+2,c8aa95da,fd61d442,Saved,5,Head,,d56543a0,Pass (Dead),e514ab62,Fouled
14,47,c8aa95da,fd61d442,Off Target,6,Head,,e514ab62,Pass (Dead),de112b84,Pass (Live)
15,49,2500cef9,fd61d442,Wayward,21,Right Foot,,,,,
16,50,df0a4c90,fd61d442,Off Target,13,Head,,6afaebf2,Pass (Dead),df0a4c90,Fouled
17,52,a3b03921,fd61d442,Off Target,7,Head,,e514ab62,Pass (Dead),,
18,59,df0a4c90,fd61d442,Off Target,24,Left Foot,,2500cef9,Pass (Live),,
19,62,de112b84,fd61d442,Off Target,13,Right Foot,Volley,4e9a0555,Pass (Live),d56543a0,Pass (Live)
20,63,a3b03921,fd61d442,Off Target,18,Right Foot,,d56543a0,Pass (Live),3727dd3c,Pass (Live)
21,67,d56543a0,fd61d442,Blocked,25,Right Foot,,4e9a0555,Pass (Live),e514ab62,Pass (Live)
22,70,e514ab62,fd61d442,Saved,14,Left Foot,,d56543a0,Pass (Live),4e9a0555,Pass (Live)
23,70,82518f62,fd61d442,Blocked,12,Right Foot,Half volley,e514ab62,Shot,,
24,70,82518f62,fd61d442,Wayward,11,Left Foot,Half volley,82518f62,Shot,,
25,77,6afaebf2,fd61d442,Blocked,17,Left Foot,,df0a4c90,Pass (Live),df0a4c90,Interception
26,79,d56543a0,fd61d442,Wayward,22,Left Foot,Half volley,,,,
27,85,82518f62,fd61d442,Off Target,31,Right Foot,,e514ab62,Pass (Live),3727dd3c,Pass (Live)
28,86,3727dd3c,fd61d442,Saved,22,Right Foot,Free kick,d56543a0,Fouled,82518f62,Pass (Live)
29,90+2,862a1c15,fd61d442,Saved,26,Left Foot,,c17bfb65,Pass (Live),c17bfb65,Tackle
30,90+3,8449d35e,fd61d442,Saved,13,Left Foot,,e09f279b,Pass (Live),980522ec,Pass (Live)
31,90+4,e09f279b,fd61d442,Blocked,7,Right Foot,Volley,980522ec,Pass (Dead),8449d35e,Shot
0,5,6434f10d,ab729bd6,Blocked,22,Left Foot,Half volley,bd6351cd,Pass (Live),b400bde0,Pass (Live)
1,11,2bd83368,ab729bd6,Blocked,32,Right Foot,,6ca5ec4b,Pass (Live),02b29014,Pass (Live)
2,29,e46012d4,ab729bd6,Saved,26,Left Foot,,5eecec3d,Pass (Live),6434f10d,Pass (Live)
3,31,099e666f,ab729bd6,Off Target,12,Left Foot,,cc700722,Pass (Live),,
4,32,3eb22ec9,ab729bd6,Blocked,12,Left Foot,,3eb22ec9,Dribble,ed1e53f3,Pass (Live)
5,33,119b9a8e,ab729bd6,Off Target,15,Head,,e46012d4,Pass (Dead),3eb22ec9,Shot
6,34,fa031b34,ab729bd6,Saved,12,Right Foot,Half volley,6ca5ec4b,Pass (Live),,
7,41,3eb22ec9,ab729bd6,Saved,20,Left Foot,,6434f10d,Pass (Live),bd6351cd,Pass (Live)
8,45+1,2bd83368,ab729bd6,Off Target,31,Right Foot,Free kick,fa031b34,Fouled,50dc94ce,Pass (Live)
9,56,ed1e53f3,ab729bd6,Saved,15,Left Foot,,3eb22ec9,Pass (Live),31c69ef1,Pass (Live)
10,56,bd6351cd,ab729bd6,Saved,10,Right Foot,,bd6351cd,Dribble,b400bde0,Pass (Live)
11,65,5eecec3d,ab729bd6,Saved,22,Left Foot,,,,,
12,68,e46012d4,ab729bd6,Saved,21,Right Foot,,819b3158,Pass (Live),b400bde0,Pass (Live)
13,68,3eb22ec9,ab729bd6,Saved,12,Left Foot,Half volley,e46012d4,Shot,,
14,70,ed1e53f3,ab729bd6,Off Target,3,Head,,e46012d4,Pass (Live),3eb22ec9,Pass (Live)
15,74,2bd83368,ab729bd6,Off Target,11,Left Foot,,02b29014,Pass (Live),6ca5ec4b,Pass (Live)
16,78,6434f10d,ab729bd6,Blocked,23,Right Foot,,3eb22ec9,Pass (Live),bd6351cd,Pass (Live)
17,82,ed1e53f3,ab729bd6,Goal,3,Left Foot,"Open goal, Half volley",,,,
18,84,fa031b34,ab729bd6,Saved,13,Left Foot,,cea4ee8f,Pass (Live),4468ec10,Pass (Live)
0,10,169fd162,b1dcaf8d,Blocked,22,Right Foot,,9ae9eaea,Pass (Live),169fd162,Pass (Live)
1,23,4f974391,b1dcaf8d,Off Target,25,Left Foot,Free kick,9319781b,Fouled,82927de4,Pass (Live)
2,25,ac05f970,b1dcaf8d,Off Target,6,Head,,4f974391,Pass (Dead),,
3,29,ac05f970,b1dcaf8d,Saved,15,Right Foot,,6613c819,Pass (Live),26f6dca8,Pass (Live)
4,30,3e9e06cb,b1dcaf8d,Blocked,6,Head,,79c84d1c,Pass (Dead),ac05f970,Shot
5,30,ce4246f5,b1dcaf8d,Off Target,6,Right Foot,Back heel,6613c819,Pass (Live),,
6,36,26f6dca8,b1dcaf8d,Saved,23,Right Foot,,ac05f970,Pass (Live),82927de4,Pass (Live)
7,39,1c7012b8,b1dcaf8d,Woodwork,24,Right Foot,,82927de4,Pass (Live),82927de4,Dribble
8,43,26f6dca8,b1dcaf8d,Off Target,8,Right Foot,Half volley,ac05f970,Pass (Live),26f6dca8,Pass (Live)
9,45+3,d0f72bf1,b1dcaf8d,Wayward,9,Head,,44bfb6c5,Pass (Live),9fbbcf39,Pass (Live)
10,45+4,169fd162,b1dcaf8d,Off Target,16,Right Foot,,,,,
11,52,77e39b04,b1dcaf8d,Off Target,18,Left Foot,,169fd162,Pass (Live),77e39b04,Pass (Live)
12,54,1c7012b8,b1dcaf8d,Off Target,29,Right Foot,,ac05f970,Pass (Live),4f974391,Pass (Live)
13,59,6613c819,b1dcaf8d,Goal,5,Right Foot,,ac05f970,Pass (Live),,
14,61,9ae9eaea,b1dcaf8d,Blocked,27,Left Foot,,7fcc71d8,Pass (Live),5a7301ae,Pass (Live)
15,61,e7aa9d7c,b1dcaf8d,Blocked,8,Left Foot,,9ae9eaea,Pass (Live),169fd162,Pass (Live)
16,63,e7aa9d7c,b1dcaf8d,Blocked,13,Left Foot,,e7aa9d7c,Dribble,9ae9eaea,Pass (Live)
17,65,e7aa9d7c,b1dcaf8d,Off Target,19,Right Foot,,7fcc71d8,Pass (Live),5a7301ae,Pass (Live)
18,67,79c84d1c,b1dcaf8d,Saved,10,Left Foot,,82927de4,Pass (Live),82927de4,Dribble
19,67,82927de4,b1dcaf8d,Off Target,28,Left Foot,Half volley,,,,
20,71,6613c819,b1dcaf8d,Off Target,21,Right Foot,,1c7012b8,Pass (Live),26f6dca8,Pass (Live)
21,72,e7aa9d7c,b1dcaf8d,Blocked,17,Right Foot,,,,,
22,77,7fcc71d8,b1dcaf8d,Blocked,24,Left Foot,,169fd162,Pass (Live),7fcc71d8,Pass (Live)
23,78,7ba2eaa9,b1dcaf8d,Blocked,17,Left Foot,,5a7301ae,Pass (Live),,
24,85,b561db50,b1dcaf8d,Blocked,27,Right Foot,,7ba2eaa9,Pass (Live),5a7301ae,Pass (Live)
25,85,2928dca2,b1dcaf8d,Blocked,31,Right Foot,,5a7301ae,Pass (Live),b561db50,Pass (Live)
26,87,44bfb6c5,b1dcaf8d,Saved,29,Right Foot,,9fbbcf39,Pass (Live),7ba2eaa9,Pass (Live)
0,2,495945ef,a47f5f21,Blocked,26,Right Foot,Volley,,,,
1,6,56f7a928,a47f5f21,Off Target,24,Right Foot,,56f7a928,Tackle,,
2,7,6b47c5db,a47f5f21,Off Target,34,Right Foot,Half volley,,,,
3,9,75a72a99,a47f5f21,Saved,15,Right Foot,,75a72a99,Dribble,b827d5b3,Pass (Live)
4,10,21166ff4,a47f5f21,Blocked,17,Right Foot,,56f7a928,Pass (Live),,
5,10,75a72a99,a47f5f21,Wayward,18,Right Foot,Volley,,,,
6,19,ca45605e,a47f5f21,Blocked,13,Head,,75a72a99,Pass (Live),,
7,19,ca45605e,a47f5f21,Saved,10,Left Foot,Half volley,,,,
8,32,3ea50f67,a47f5f21,Off Target,9,Left Foot,,5c74c0f5,Pass (Live),3ea50f67,Pass (Live)
9,41,3ea50f67,a47f5f21,Saved,10,Right Foot,,3ea50f67,Dribble,5c74c0f5,Pass (Live)
10,42,56f7a928,a47f5f21,Blocked,26,Right Foot,Half volley,3ea50f67,Pass (Live),21166ff4,Pass (Live)
11,42,3ea50f67,a47f5f21,Blocked,14,Left Foot,Half volley,1a4ef233,Pass (Live),56f7a928,Shot
12,44,2ff964a0,a47f5f21,Blocked,18,Right Foot,,,,,
13,45,cc2d7ad5,a47f5f21,Wayward,30,Left Foot,Half volley,,,,
14,49,ca45605e,a47f5f21,Blocked,17,Right Foot,,7c104bb7,Dribble,ca45605e,Pass (Live)
15,49,24fae784,a47f5f21,Saved,21,Right Foot,,47369df8,Pass (Live),fc15fb84,Pass (Live)
16,57,fc027d02,a47f5f21,Blocked,20,Left Foot,,5c74c0f5,Pass (Live),21166ff4,Pass (Live)
17,57,5c74c0f5,a47f5f21,Wayward,13,Right Foot,,,,,
18,59,5c74c0f5,a47f5f21,Blocked,21,Left Foot,Free kick,6b47c5db,Fouled,1a4ef233,Pass (Live)
19,59,5c74c0f5,a47f5f21,Blocked,20,Left Foot,,5c74c0f5,Shot,,
20,59,3ea50f67,a47f5f21,Blocked,20,Right Foot,,5c74c0f5,Shot,,
21,61,beb391dd,a47f5f21,Blocked,16,Left Foot,,47369df8,Pass (Live),2ff964a0,Pass (Live)
22,69,beb391dd,a47f5f21,Off Target,14,Left Foot,,fc15fb84,Pass (Live),47369df8,Pass (Live)
23,77,45963054,a47f5f21,Off Target,9,Left Foot,Overhead kick,,,,
24,79,3ea50f67,a47f5f21,Blocked,19,Right Foot,,45963054,Pass (Live),ee38d9c5,Pass (Live)
25,81,3ea50f67,a47f5f21,Saved,21,Right Foot,,5c74c0f5,Pass (Live),6b47c5db,Pass (Live)
26,82,ee38d9c5,a47f5f21,Goal,22,Left Foot,,45963054,Pass (Live),53af52f3,Pass (Live)
27,84,a8c19eb8,a47f5f21,Saved,5,Head,,495945ef,Pass (Dead),,
28,84,c4e87b8b,a47f5f21,Off Target,3,Right Foot,Volley,a8c19eb8,Shot,,
29,90,45963054,a47f5f21,Goal,6,Head,,3ea50f67,Pass (Live),5c74c0f5,Pass (Live)
30,90+2,4ab53cdb,a47f5f21,Off Target,12,Head,,47369df8,Pass (Dead),2ff964a0,Fouled
0,2,c931d9f9,1d777dcd,Saved,15,Right Foot,,aa849a12,Pass (Live),,
1,3,3ea50f67,1d777dcd,Saved,29,Right Foot,,53af52f3,Pass (Live),,
2,4,ea6bc03a,1d777dcd,Off Target,30,Right Foot,,aa849a12,Pass (Live),,
3,6,420d7c7d,1d777dcd,Off Target,7,Head,,aa849a12,Pass (Dead),,
4,8,aa849a12,1d777dcd,Saved,14,Left Foot,,c931d9f9,Pass (Live),3423f250,Pass (Live)
5,20,3ea50f67,1d777dcd,Blocked,22,Right Foot,,3ea50f67,Dribble,fc027d02,Pass (Live)
6,22,1fb1c435,1d777dcd,Off Target,15,Left Foot,,aa849a12,Pass (Live),1fb1c435,Pass (Live)
7,41,24f59bb2,1d777dcd,Blocked,12,Left Foot,Half volley,,,,
8,42,420d7c7d,1d777dcd,Blocked,6,Head,,67ca8566,Pass (Live),aa849a12,Pass (Dead)
9,42,3423f250,1d777dcd,Blocked,17,Left Foot,,ea6bc03a,Pass (Live),,
10,45,6b47c5db,1d777dcd,Saved,9,Head,,b827d5b3,Pass (Dead),,
11,45+1,1fb1c435,1d777dcd,Off Target,12,Left Foot,Volley,,,,
12,55,c931d9f9,1d777dcd,Wayward,18,Left Foot,,67ca8566,Pass (Live),ea6bc03a,Pass (Live)
13,55,3423f250,1d777dcd,Off Target,9,Other,,c931d9f9,Shot,,
14,56,c931d9f9,1d777dcd,Blocked,19,Right Foot,,3423f250,Pass (Live),aa849a12,Pass (Live)
15,57,aa849a12,1d777dcd,Blocked,20,Left Foot,Half volley,3423f250,Pass (Live),67ca8566,Pass (Live)
16,58,1fb1c435,1d777dcd,Saved,7,Head,,67ca8566,Pass (Dead),aa849a12,Shot
17,58,ea6bc03a,1d777dcd,Off Target,16,Head,,aa849a12,Pass (Live),,
