,minute,player_id,team_id,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
22,60,eaeca114,ff51efc7,Wayward,6,Head,,101da2b5,Pass (Live),892d5bb1,Pass (Live)
23,60,a29b1131,ff51efc7,Off Target,16,Left Foot,,,,,
24,61,a29b1131,ff51efc7,Saved,30,Right Foot,,3353737a,Pass (Live),a29b1131,Pass (Live)
25,70,9e1035f8,ff51efc7,Off Target,5,Left Foot,Half volley,bd6351cd,Pass (Live),819b3158,Pass (Dead)
26,74,2b622f01,ff51efc7,Blocked,11,Right Foot,Half volley,,,,
27,75,b0b4fd3e,ff51efc7,Saved,13,Left Foot,,b66315ae,Pass (Live),5271c8f1,Pass (Live)
28,79,92e7e919,ff51efc7,Blocked,24,Right Foot,,8b04d6c1,Pass (Dead),2b622f01,Fouled
29,81,bd6351cd,ff51efc7,Off Target,18,Head,,e46012d4,Pass (Dead),,
30,84,e46012d4,ff51efc7,Saved,24,Right Foot,,b0b4fd3e,Pass (Live),e46012d4,Pass (Live)
31,86,9e1035f8,ff51efc7,Saved,10,Right Foot,,bd6351cd,Pass (Live),9e1035f8,Pass (Live)
0,3,178ae8f8,94d9dac0,Off Target,9,Head,,cd1acf9d,Pass (Dead),c8387671,Fouled
1,5,935e6b8f,94d9dac0,Wayward,52,Right Foot,Half volley,,,,
2,17,4e9a0555,94d9dac0,Saved,6,Head,,fc15fb84,Pass (Live),2691c772,Pass (Live)
3,18,178ae8f8,94d9dac0,Goal,9,Head,,f315ca93,Pass (Live),f25c8e3a,Pass (Live)
4,20,fc15fb84,94d9dac0,Saved,18,Left Foot,,2691c772,Pass (Live),74e12f1e,Tackle
5,22,e342ad68,94d9dac0,Saved,19,Left Foot,,c8387671,Pass (Live),f25c8e3a,Pass (Live)
6,22,e06683ca,94d9dac0,Off Target,8,Head,,f315ca93,Pass (Dead),e342ad68,Shot
7,31,c691bfe2,94d9dac0,Off Target,10,Right Foot,Volley,cd1acf9d,Pass (Live),f25c8e3a,Pass (Live)
8,33,178ae8f8,94d9dac0,Blocked,22,Right Foot,,935e6b8f,Pass (Live),f25c8e3a,Tackle
9,39,f25c8e3a,94d9dac0,Off Target,28,Right Foot,Volley,c8387671,Pass (Live),178ae8f8,Pass (Live)
10,42,c8387671,94d9dac0,Wayward,13,Left Foot,,c691bfe2,Pass (Live),178ae8f8,Pass (Live)
11,42,e342ad68,94d9dac0,Blocked,18,Left Foot,,,,,
12,45,15ea812b,94d9dac0,Off Target,17,Head,,9a9c05db,Pass (Dead),4e9a0555,Fouled
13,56,c691bfe2,94d9dac0,Saved,14,Right Foot,,178ae8f8,Pass (Live),cd1acf9d,Pass (Live)
14,58,e06683ca,94d9dac0,Blocked,13,Right Foot,Volley,cd1acf9d,Pass (Dead),,
15,58,c691bfe2,94d9dac0,Off Target,4,Left Foot,Half volley,e06683ca,Shot,,
16,60,e342ad68,94d9dac0,Blocked,12,Left Foot,,e342ad68,Dribble,c8387671,Pass (Live)
17,60,b217ef29,94d9dac0,Wayward,8,Head,,f315ca93,Pass (Dead),,
18,60,c691bfe2,94d9dac0,Blocked,17,Right Foot,Volley,b217ef29,Shot,,
19,62,c691bfe2,94d9dac0,Saved,15,Left Foot,,f315ca93,Pass (Live),cd1acf9d,Pass (Live)
20,64,c8387671,94d9dac0,Blocked,14,Right Foot,,e342ad68,Pass (Live),,
21,65,c691bfe2,94d9dac0,Saved,7,Head,,cd1acf9d,Pass (Live),cd1acf9d,Dribble
22,68,15ea812b,94d9dac0,Off Target,14,Head,,f72293fc,Pass (Live),9a9c05db,Pass (Dead)
23,69,c691bfe2,94d9dac0,Goal,13,Right Foot,Half volley,cd1acf9d,Pass (Live),c8387671,Pass (Live)
24,73,e06683ca,94d9dac0,Wayward,3,Head,,cd1acf9d,Pass (Dead),c8387671,Fouled
25,73,b217ef29,94d9dac0,Blocked,4,Head,,e06683ca,Shot,,
26,74,b217ef29,94d9dac0,Off Target,8,Head,,f315ca93,Pass (Live),935e6b8f,Pass (Live)
27,75,e342ad68,94d9dac0,Off Target,21,Left Foot,,e342ad68,Dribble,c8387671,Pass (Live)
28,84,cd1acf9d,94d9dac0,Saved,20,Right Foot,,e342ad68,Pass (Live),,
29,85,fc15fb84,94d9dac0,Off Target,25,Left Foot,,2691c772,Pass (Live),47369df8,Pass (Live)
30,86,77e84962,94d9dac0,Blocked,22,Right Foot,,4c370d81,Pass (Live),e342ad68,Pass (Live)
31,87,e342ad68,94d9dac0,Off Target,21,Left Foot,,cd1acf9d,Pass (Live),4c370d81,Pass (Live)
32,90+1,4c370d81,94d9dac0,Saved,18,Left Foot,Half volley,c691bfe2,Pass (Live),77e84962,Pass (Live)
33,90+2,4ab53cdb,94d9dac0,Blocked,12,Left Foot,,2691c772,Pass (Live),74e12f1e,Pass (Live)
34,90+3,8df7a2fb,94d9dac0,Off Target,9,Head,,47369df8,Pass (Dead),4ab53cdb,Shot
35,90+5,2691c772,94d9dac0,Saved,11,Right Foot,,4ab53cdb,Pass (Live),,
36,90+5,74e12f1e,94d9dac0,Off Target,24,Right Foot,,2691c772,Shot,,
0,4,ffa90327,662d4074,Off Target,19,Right Foot,,90f91999,Pass (Live),66b76d44,Pass (Live)
1,5,c596fcb0,662d4074,Off Target,19,Right Foot,,f25b010f,Pass (Live),71ef519e,Pass (Live)
2,14,450ab6fc,662d4074,Wayward,8,Head,,71ef519e,Pass (Dead),,
3,15,90f91999,662d4074,Off Target,25,Left Foot,,66b76d44,Pass (Live),ffa90327,Pass (Live)
4,29,2389cdc2,662d4074,Off Target,21,Right Foot,Half volley,,,,
5,34,6f7d826d,662d4074,Off Target,22,Right Foot,,66b76d44,Pass (Live),0313a347,Pass (Live)
6,45+1,f25b010f,662d4074,Off Target,11,Head,,71ef519e,Pass (Dead),a3b03921,Fouled
7,45+3,07802f7f,662d4074,Goal,11,Right Foot,Overhead kick,8397a50c,Pass (Live),2389cdc2,Pass (Dead)
8,58,8397a50c,662d4074,Blocked,6,Head,,0313a347,Pass (Live),90f91999,Pass (Dead)
9,62,ffa90327,662d4074,Goal,12,Right Foot,,8397a50c,Shot,,
10,65,71ef519e,662d4074,Off Target,21,Left Foot,,c596fcb0,Pass (Live),71ef519e,Pass (Live)
11,71,c596fcb0,662d4074,Off Target,8,Head,,71ef519e,Pass (Dead),c8aa95da,Pass (Live)
12,73,2b16cb1a,662d4074,Blocked,30,Right Foot,,a3b03921,Pass (Live),a2b105e0,Pass (Live)
13,74,1544f145,662d4074,Off Target,24,Left Foot,,66b76d44,Pass (Live),90f91999,Pass (Live)
14,79,07802f7f,662d4074,Off Target,6,Head,,90f91999,Pass (Dead),2389cdc2,Pass (Live)
15,90+2,ffa90327,662d4074,Off Target,22,Right Foot,,90f91999,Pass (Dead),19f4d211,Fouled
16,90+3,d56543a0,662d4074,Off Target,15,Right Foot,,862a1c15,Pass (Live),c17bfb65,Pass (Live)
17,90+4,c596fcb0,662d4074,Off Target,14,Left Foot,Half volley,71ef519e,Pass (Live),,
18,90+7,c17bfb65,662d4074,Saved,8,Head,,71ef519e,Pass (Dead),,
0,2,6434f10d,ab6db0d6,Wayward,25,Right Foot,Half volley,,,,
1,11,9e1035f8,ab6db0d6,Blocked,24,Right Foot,,b0b4fd3e,Pass (Live),bd6351cd,Pass (Live)
2,22,b0b4fd3e,ab6db0d6,Goal,5,Other,Open goal,b66315ae,Pass (Live),86dd77d1,Pass (Live)
3,27,bd6351cd,ab6db0d6,Off Target,25,Right Foot,,119b9a8e,Pass (Live),3eb22ec9,Pass (Live)
4,31,3eb22ec9,ab6db0d6,Blocked,22,Left Foot,,819b3158,Pass (Live),b0b4fd3e,Pass (Live)
5,45+1,9e1035f8,ab6db0d6,Blocked,19,Right Foot,,6434f10d,Tackle,,
6,52,6434f10d,ab6db0d6,Off Target,23,Right Foot,,,,,
7,55,86dd77d1,ab6db0d6,Blocked,24,Right Foot,,b66315ae,Pass (Live),,
8,55,b66315ae,ab6db0d6,Off Target,15,Left Foot,,86dd77d1,Shot,,
9,59,9e1035f8,ab6db0d6,Blocked,21,Left Foot,,31c69ef1,Tackle,,
10,64,119b9a8e,ab6db0d6,Blocked,5,Head,,819b3158,Pass (Dead),86dd77d1,Pass (Live)
11,64,119b9a8e,ab6db0d6,Goal,7,Right Foot,Half volley,,,,
12,71,b400bde0,ab6db0d6,Goal,5,Right Foot,,b66315ae,Pass (Live),86dd77d1,Pass (Live)
13,78,6c6a3300,ab6db0d6,Off Target,17,Right Foot,,,,,
14,84,892d5bb1,ab6db0d6,Goal,12,Left Foot,,31c69ef1,Pass (Live),119b9a8e,Pass (Live)
15,87,892d5bb1,ab6db0d6,Blocked,23,Left Foot,Free kick,b400bde0,Fouled,86dd77d1,Pass (Live)
16,89,b400bde0,ab6db0d6,Off Target,22,Right Foot,Half volley,892d5bb1,Pass (Dead),,
0,1,02b29014,b9064680,Off Target,27,Right Foot,,fa031b34,Pass (Live),,
1,7,93feac6e,b9064680,Blocked,12,Left Foot,,aa849a12,Pass (Live),420d7c7d,Pass (Live)
2,10,3423f250,b9064680,Saved,22,Left Foot,,,,,
3,10,fa031b34,b9064680,Blocked,31,Right Foot,,1b84dbe1,Pass (Live),,
4,14,fa031b34,b9064680,Blocked,16,Left Foot,,0420d84f,Pass (Dead),,
5,15,420d7c7d,b9064680,Blocked,28,Right Foot,,4f565d77,Pass (Live),,
6,16,4f565d77,b9064680,Blocked,25,Right Foot,,282679b4,Pass (Dead),420d7c7d,Shot
7,16,282679b4,b9064680,Saved,27,Left Foot,Volley,,,,
8,25,fa031b34,b9064680,Blocked,24,Right Foot,,cc700722,Pass (Live),,
9,30,59e6e5bf,b9064680,Goal,12,Right Foot,,59e6e5bf,Fouled,fa031b34,Pass (Live)
10,32,3423f250,b9064680,Off Target,25,Left Foot,,282679b4,Pass (Live),420d7c7d,Pass (Live)
11,40,3423f250,b9064680,Off Target,23,Left Foot,,282679b4,Pass (Live),3423f250,Pass (Live)
12,41,282679b4,b9064680,Goal,15,Right Foot,,93feac6e,Pass (Live),93feac6e,Dribble
13,43,02b29014,b9064680,Saved,28,Right Foot,,fa031b34,Pass (Live),59e6e5bf,Pass (Dead)
14,44,6ca5ec4b,b9064680,Off Target,16,Left Foot,Volley,59e6e5bf,Pass (Live),02b29014,Pass (Live)
15,45+5,282679b4,b9064680,Off Target,25,Right Foot,,,,,
16,50,4468ec10,b9064680,Goal,11,Left Foot,,02b29014,Pass (Live),,
17,53,59e6e5bf,b9064680,Saved,7,Right Foot,,4468ec10,Pass (Live),59e6e5bf,Pass (Live)
18,54,3423f250,b9064680,Blocked,19,Left Foot,Volley,67ca8566,Pass (Live),,
19,58,59e6e5bf,b9064680,Saved,9,Left Foot,,6ca5ec4b,Pass (Live),02b29014,Pass (Live)
20,59,fa031b34,b9064680,Off Target,8,Head,,1b84dbe1,Pass (Dead),59e6e5bf,Shot
21,72,3423f250,b9064680,Goal,20,Left Foot,,dc64b8b3,Pass (Live),4f565d77,Pass (Live)
22,74,59e6e5bf,b9064680,Saved,11,Head,,6ca5ec4b,Pass (Live),4468ec10,Pass (Live)
23,74,67ca8566,b9064680,Off Target,32,Right Foot,,93feac6e,Pass (Live),6c17e046,Pass (Live)
24,76,fa031b34,b9064680,Off Target,21,Right Foot,,,,,
25,77,dc64b8b3,b9064680,Off Target,10,Head,,3423f250,Pass (Dead),67ca8566,Fouled
26,82,f4d296e4,b9064680,Off Target,9,Head,,67ca8566,Pass (Dead),3423f250,Fouled
27,84,93feac6e,b9064680,Blocked,16,Left Foot,,4f565d77,Pass (Live),67ca8566,Pass (Live)
28,85,3423f250,b9064680,Blocked,28,Left Foot,Half volley,420d7c7d,Pass (Live),,
29,87,0420d84f,b9064680,Off Target,25,Left Foot,,59e6e5bf,Pass (Live),02b29014,Pass (Live)
30,89,b28bbd58,b9064680,Saved,26,Left Foot,,fa031b34,Pass (Live),1b84dbe1,Pass (Live)
31,90+1,02b29014,b9064680,Blocked,23,Left Foot,,,,,
32,90+1,c5b7c315,b9064680,Saved,7,Head,,1b84dbe1,Pass (Dead),02b29014,Shot
33,90+5,aa849a12,b9064680,Blocked,21,Right Foot,,,,,
34,90+5,93feac6e,b9064680,Blocked,5,Left Foot,,aa849a12,Shot,,
0,7,c2731c10,c8945d11,Woodwork,8,Right Foot,,b2bc3b1f,Pass (Live),c2731c10,Pass (Live)
1,9,e09f279b,c8945d11,Off Target,26,Left Foot,Half volley,df0a4c90,Pass (Live),6afaebf2,Pass (Live)
2,21,a8c0acb7,c8945d11,Blocked,10,Right Foot,,1137759d,Pass (Live),e541326e,Pass (Live)
3,21,8449d35e,c8945d11,Blocked,22,Right Foot,,a8c0acb7,Shot,,
4,21,6afaebf2,c8945d11,Off Target,17,Left Foot,,8a3c1dc7,Pass (Live),8449d35e,Shot
5,32,c2731c10,c8945d11,Saved,20,Left Foot,,3312f911,Pass (Live),3312f911,Dribble
6,36,2944f86f,c8945d11,Blocked,19,Left Foot,,6afaebf2,Pass (Live),e09f279b,Pass (Live)
7,40,6afaebf2,c8945d11,Woodwork,21,Left Foot,Free kick,2944f86f,Fouled,1137759d,Pass (Live)
8,45,e09f279b,c8945d11,Saved,12,Left Foot,Volley,8a3c1dc7,Pass (Live),8a3c1dc7,Dribble
9,45+2,8449d35e,c8945d11,Blocked,25,Left Foot,,2944f86f,Pass (Live),,
10,45+2,e541326e,c8945d11,Wayward,14,Head,,1137759d,Pass (Live),2944f86f,Pass (Live)
11,45+2,2944f86f,c8945d11,Saved,27,Right Foot,,8449d35e,Pass (Live),8a3c1dc7,Pass (Live)
12,48,e09f279b,c8945d11,Saved,4,Other,,6afaebf2,Pass (Dead),,
13,54,ab070c55,c8945d11,Off Target,8,Head,,8a7ff278,Pass (Live),c2731c10,Pass (Live)
14,60,6afaebf2,c8945d11,Off Target,24,Left Foot,,8449d35e,Pass (Dead),2944f86f,Fouled
15,67,e09f279b,c8945d11,Off Target,5,Head,,6afaebf2,Pass (Dead),,
16,69,cee31595,c8945d11,Saved,21,Right Foot,,b2bc3b1f,Pass (Live),da052c14,Pass (Live)
17,70,8a7ff278,c8945d11,Off Target,24,Left Foot,Half volley,,,,
18,77,e09f279b,c8945d11,Off Target,13,Left Foot,Volley,df0a4c90,Pass (Live),f7b1d4e0,Pass (Dead)
19,84,da052c14,c8945d11,Off Target,13,Right Foot,Volley,ab070c55,Pass (Live),b2bc3b1f,Pass (Live)
20,90+4,e34fc66d,c8945d11,Off Target,12,Head,,c2731c10,Pass (Dead),c2731c10,Fouled
0,3,6c203af0,072af2f8,Off Target,21,Right Foot,,4bcf39f6,Pass (Live),bb5fbd2b,Pass (Live)
1,4,1770bd68,072af2f8,Blocked,18,Left Foot,,bfdb33aa,Pass (Live),6cdd8245,Pass (Live)
2,10,7314bba4,072af2f8,Goal,9,Head,,8aec0537,Pass (Dead),,
3,13,bfdb33aa,072af2f8,Off Target,23,Right Foot,,,,,
4,41,4bcf39f6,072af2f8,Goal,16,Right Foot,,6c203af0,Pass (Live),6c203af0,Fouled
5,49,bfdb33aa,072af2f8,Wayward,13,Head,,de0f152c,Pass (Live),914ab9a1,Pass (Live)
6,52,27c01749,072af2f8,Off Target,9,Left Foot,,83d074ff,Pass (Live),6c203af0,Pass (Live)
7,56,38ceb24a,072af2f8,Blocked,26,Right Foot,,83d074ff,Pass (Live),27c01749,Pass (Live)
8,56,38ceb24a,072af2f8,Off Target,22,Left Foot,,8aec0537,Pass (Live),99813635,Pass (Live)
9,62,7314bba4,072af2f8,Blocked,9,Head,,8aec0537,Pass (Dead),,
10,63,6cdd8245,072af2f8,Saved,20,Left Foot,,1770bd68,Pass (Live),bfdb33aa,Pass (Live)
11,64,83d074ff,072af2f8,Blocked,23,Right Foot,,bb5fbd2b,Pass (Live),83d074ff,Pass (Live)
12,70,71b47ab9,072af2f8,Off Target,26,Right Foot,Volley,43458538,Pass (Live),bfdb33aa,Pass (Live)
13,71,83d074ff,072af2f8,Blocked,13,Left Foot,Half volley,6c203af0,Dribble,99813635,Pass (Live)
14,79,7314bba4,072af2f8,Blocked,7,Head,,8aec0537,Pass (Dead),8aec0537,Pass (Live)
15,79,8aec0537,072af2f8,Saved,20,Left Foot,,83d074ff,Pass (Live),,
16,79,83d074ff,072af2f8,Wayward,4,Right Foot,Lob,8aec0537,Shot,,
17,80,82e34b69,072af2f8,Off Target,8,Head,,43458538,Pass (Live),,
18,83,2c44a35d,072af2f8,Blocked,16,Right Foot,Half volley,82e34b69,Pass (Live),b579e83d,Pass (Live)
19,85,6cdd8245,072af2f8,Blocked,16,Right Foot,,bfdb33aa,Pass (Live),6cdd8245,Pass (Live)
20,85,82e34b69,072af2f8,Off Target,10,Head,,2c44a35d,Pass (Live),6cdd8245,Shot
21,88,b579e83d,072af2f8,Blocked,31,Right Foot,,43458538,Pass (Live),71b47ab9,Pass (Live)
22,89,1d5cab82,072af2f8,Off Target,26,Right Foot,,83d074ff,Pass (Live),1d5cab82,Pass (Live)
0,7,9a28eba4,26ceb3c9,Wayward,16,Right Foot,,9ae9eaea,Pass (Live),9fbbcf39,Pass (Live)
1,10,cea4ee8f,26ceb3c9,Goal,12,Right Foot,,cea4ee8f,Fouled,3353737a,Pass (Live)
2,17,d04b94db,26ceb3c9,Blocked,26,Right Foot,,9a28eba4,Pass (Live),44bfb6c5,Pass (Live)
3,18,77e39b04,26ceb3c9,Saved,14,Left Foot,Overhead kick,,,,
4,23,44bfb6c5,26ceb3c9,Off Target,33,Right Foot,,f5a00fa4,Pass (Live),,
5,27,b561db50,26ceb3c9,Off Target,17,Right Foot,,f5a00fa4,Pass (Live),9a28eba4,Pass (Live)
6,31,b561db50,26ceb3c9,Blocked,18,Right Foot,,,,,
7,33,77e39b04,26ceb3c9,Saved,23,Left Foot,Half volley,b561db50,Pass (Live),2928dca2,Pass (Live)
8,45,44bfb6c5,26ceb3c9,Saved,27,Right Foot,Volley,,,,
9,48,44bfb6c5,26ceb3c9,Blocked,18,Left Foot,,9a28eba4,Pass (Live),f5a00fa4,Tackle
10,51,9a28eba4,26ceb3c9,Blocked,14,Right Foot,,b561db50,Pass (Live),44bfb6c5,Pass (Live)
11,53,d04b94db,26ceb3c9,Off Target,27,Right Foot,,,,,
12,59,77e39b04,26ceb3c9,Saved,15,Left Foot,,d04b94db,Pass (Live),2928dca2,Pass (Live)
13,61,9a28eba4,26ceb3c9,Saved,15,Right Foot,,44bfb6c5,Pass (Live),44bfb6c5,Tackle
14,62,b561db50,26ceb3c9,Blocked,19,Right Foot,,77e39b04,Pass (Live),d04b94db,Pass (Live)
15,62,9a28eba4,26ceb3c9,Blocked,22,Right Foot,,b561db50,Shot,,
16,62,b561db50,26ceb3c9,Blocked,7,Right Foot,Half volley,d04b94db,Pass (Live),,
17,63,9fbbcf39,26ceb3c9,Off Target,10,Head,,f5a00fa4,Pass (Dead),b561db50,Shot
18,65,a29b1131,26ceb3c9,Saved,21,Right Foot,,8f62b6ee,Pass (Live),,
19,65,92e7e919,26ceb3c9,Saved,14,Right Foot,"Deflected, Half volley",a29b1131,Shot,,
20,65,92e7e919,26ceb3c9,Blocked,16,Left Foot,,a29b1131,Pass (Live),92e7e919,Shot
21,68,f5a00fa4,26ceb3c9,Off Target,20,Right Foot,,44bfb6c5,Pass (Live),9a28eba4,Pass (Live)
22,73,44bfb6c5,26ceb3c9,Blocked,35,Right Foot,,9a28eba4,Pass (Live),9ae9eaea,Pass (Live)
23,75,77e39b04,26ceb3c9,Blocked,15,Left Foot,Half volley,,,,
24,76,5a7301ae,26ceb3c9,Off Target,12,Head,,77e39b04,Pass (Live),9ae9eaea,Pass (Live)
25,79,9ae9eaea,26ceb3c9,Off Target,26,Left Foot,,44bfb6c5,Pass (Live),9a28eba4,Pass (Live)
26,81,21a66f6a,26ceb3c9,Saved,8,Right Foot,,a29b1131,Pass (Live),a29b1131,Dribble
27,81,a29b1131,26ceb3c9,Saved,7,Left Foot,,21a66f6a,Shot,,
28,85,ac861941,26ceb3c9,Saved,6,Head,,d7553721,Pass (Dead),,
29,87,9b398aea,26ceb3c9,Blocked,21,Left Foot,,44bfb6c5,Pass (Live),9b398aea,Pass (Live)
30,88,b561db50,26ceb3c9,Blocked,14,Right Foot,,9a28eba4,Pass (Live),9a28eba4,Dribble
31,88,8b04d6c1,26ceb3c9,Blocked,16,Right Foot,,8b04d6c1,Dribble,21a66f6a,Pass (Live)
32,89,e7aa9d7c,26ceb3c9,Saved,10,Head,,44bfb6c5,Pass (Dead),,
0,1,3515d404,345b3989,Saved,36,Right Foot,Free kick,f2bf1b0f,Fouled,,
1,7,d8931174,345b3989,Woodwork,6,Left Foot,"Open goal, Half volley",507c7bdf,Pass (Dead),b853e0ad,Fouled
2,7,8b788c01,345b3989,Blocked,3,Head,,d8931174,Shot,,
3,8,58eee997,345b3989,Off Target,27,Left Foot,,b853e0ad,Pass (Live),58eee997,Pass (Live)
4,12,867239d3,345b3989,Blocked,8,Right Foot,Half volley,,,,
5,13,867239d3,345b3989,Off Target,6,Head,,9c94165b,Pass (Dead),867239d3,Fouled
6,28,68c720b5,345b3989,Off Target,21,Right Foot,,254147d4,Pass (Live),68c720b5,Pass (Live)
7,29,254147d4,345b3989,Blocked,16,Right Foot,,254147d4,Dribble,6dfd8f05,Pass (Live)
8,30,f2bf1b0f,345b3989,Blocked,20,Left Foot,,68c720b5,Pass (Live),254147d4,Pass (Live)
9,39,58eee997,345b3989,Off Target,13,Left Foot,Volley,507c7bdf,Pass (Live),867239d3,Pass (Live)
10,44,507c7bdf,345b3989,Blocked,26,Right Foot,Free kick,58eee997,Fouled,,
11,44,eb7822d7,345b3989,Saved,7,Head,,9c94165b,Pass (Dead),507c7bdf,Shot
12,48,867239d3,345b3989,Blocked,12,Right Foot,Volley,9e525177,Pass (Live),507c7bdf,Pass (Live)
13,52,afed6722,345b3989,Off Target,27,Right Foot,,f2bf1b0f,Pass (Live),,
14,55,58eee997,345b3989,Goal,14,Left Foot,,867239d3,Pass (Live),507c7bdf,Pass (Live)
15,59,867239d3,345b3989,Off Target,16,Left Foot,,867239d3,Dribble,dbf053da,Pass (Live)
16,64,58eee997,345b3989,Off Target,7,Head,,b853e0ad,Pass (Live),dbf053da,Pass (Live)
17,65,507c7bdf,345b3989,Saved,13,Head,,9e525177,Pass (Live),dbf053da,Pass (Live)
18,69,58eee997,345b3989,Off Target,24,Left Foot,Volley,,,,
19,74,68c720b5,345b3989,Saved,15,Left Foot,,f2bf1b0f,Pass (Live),3515d404,Tackle
20,75,f2bf1b0f,345b3989,Wayward,4,Head,,3515d404,Pass (Dead),0b33f6ad,Interception
21,79,3515d404,345b3989,Saved,29,Right Foot,Free kick,f2bf1b0f,Fouled,,
22,90+1,d93c2511,345b3989,Blocked,25,Right Foot,,dbf053da,Pass (Live),810e3c74,Pass (Live)
0,2,17695062,93954213,Saved,23,Left Foot,Half volley,bc7dc64d,Pass (Live),e61b8aee,Pass (Live)
1,3,1265a93a,93954213,Blocked,21,Right Foot,,f4290206,Pass (Live),fed7cb61,Pass (Live)
2,5,fed7cb61,93954213,Blocked,20,Left Foot,,5eae500a,Pass (Live),79c0821a,Pass (Live)
3,15,5eae500a,93954213,Goal,3,Right Foot,Open goal,1265a93a,Pass (Live),79c0821a,Pass (Live)
4,21,5eae500a,93954213,Off Target,6,Head,,1265a93a,Pass (Live),79c0821a,Pass (Live)
5,23,9674002f,93954213,Blocked,15,Right Foot,,1265a93a,Pass (Live),fed7cb61,Pass (Live)
6,27,5eae500a,93954213,Blocked,18,Right Foot,,9674002f,Pass (Live),79c0821a,Pass (Live)
7,29,1b4f1169,93954213,Off Target,25,Right Foot,,e61b8aee,Pass (Live),,
8,30,5eae500a,93954213,Blocked,22,Left Foot,,f4290206,Pass (Live),fed7cb61,Pass (Live)
9,31,9674002f,93954213,Saved,23,Right Foot,,1265a93a,Pass (Live),9674002f,Pass (Live)
10,35,1265a93a,93954213,Goal,12,Right Foot,,9674002f,Pass (Live),5eae500a,Fouled
11,39,fed7cb61,93954213,Off Target,6,Head,,9674002f,Pass (Live),9674002f,Dribble
12,50,5eae500a,93954213,Blocked,16,Left Foot,,79c0821a,Pass (Live),53cad200,Pass (Live)
13,50,fed7cb61,93954213,Blocked,11,Right Foot,,f4290206,Pass (Live),fed7cb61,Pass (Live)
14,52,bc7dc64d,93954213,Saved,26,Left Foot,,e61b8aee,Pass (Live),,
15,55,5eae500a,93954213,Blocked,10,Right Foot,Volley,,,,
16,57,9674002f,93954213,Off Target,22,Left Foot,,5eae500a,Pass (Live),1265a93a,Pass (Live)
17,60,d79a8c87,93954213,Off Target,6,Head,,aa54ec6f,Pass (Live),57e3f0c7,Pass (Dead)
18,63,d5dd5f1f,93954213,Saved,17,Left Foot,,48a5a5d6,Tackle,,
19,68,79c0821a,93954213,Off Target,20,Right Foot,Half volley,,,,
20,69,17695062,93954213,Blocked,9,Right Foot,,839c14e1,Pass (Live),57e3f0c7,Pass (Live)
21,70,1265a93a,93954213,Blocked,21,Right Foot,,f4290206,Pass (Live),fed7cb61,Pass (Live)
22,71,79c0821a,93954213,Off Target,17,Right Foot,,1265a93a,Pass (Live),,
23,77,5eae500a,93954213,Saved to Post,8,Head,,9674002f,Pass (Live),1265a93a,Pass (Live)
24,80,1265a93a,93954213,Blocked,12,Right Foot,,,,,
25,87,fed7cb61,93954213,Saved,8,Right Foot,,5eae500a,Pass (Live),,
26,88,6622454d,93954213,Blocked,19,Left Foot,,45db685d,Pass (Live),45db685d,Tackle
27,90,5eae500a,93954213,Wayward,9,Head,,f4290206,Pass (Live),5eae500a,Pass (Live)
0,6,5a04fd92,1d07228e,Saved,24,Right Foot,,,,,
1,14,1c7012b8,1d07228e,Off Target,26,Right Foot,,,,,
2,16,ac05f970,1d07228e,Off Target,22,Right Foot,,ac05f970,Dribble,82927de4,Pass (Live)
3,24,6613c819,1d07228e,Blocked,20,Right Foot,Half volley,ac05f970,Pass (Live),fdf3cb77,Pass (Dead)
4,26,82927de4,1d07228e,Goal,11,Left Foot,Half volley,5a04fd92,Pass (Live),82927de4,Pass (Live)
5,29,6613c819,1d07228e,Off Target,5,Head,,1c7012b8,Pass (Live),,
6,30,75a72a99,1d07228e,Off Target,11,Right Foot,,819aa8e7,Pass (Live),75a72a99,Pass (Live)
7,33,819aa8e7,1d07228e,Off Target,17,Right Foot,,ee38d9c5,Pass (Live),75a72a99,Pass (Live)
8,35,3e9e06cb,1d07228e,Off Target,4,Head,,79c84d1c,Pass (Dead),79c84d1c,Tackle
9,44,ac05f970,1d07228e,Blocked,11,Right Foot,,,,,
10,45,ac05f970,1d07228e,Wayward,6,Head,,79c84d1c,Pass (Live),fdf3cb77,Pass (Live)
11,50,6613c819,1d07228e,Off Target,13,Right Foot,,79c84d1c,Pass (Live),fdf3cb77,Pass (Live)
12,52,ac05f970,1d07228e,Saved,7,Head,,82927de4,Pass (Live),fdf3cb77,Pass (Live)
13,56,5a04fd92,1d07228e,Goal,12,Right Foot,,ac05f970,Pass (Live),ac05f970,Interception
14,58,ee38d9c5,1d07228e,Blocked,25,Right Foot,,3ea50f67,Pass (Live),56f7a928,Pass (Live)
15,63,ac05f970,1d07228e,Saved,24,Right Foot,,5a04fd92,Pass (Live),ac05f970,Pass (Live)
16,63,4f974391,1d07228e,Off Target,16,Left Foot,Volley,3e9e06cb,Pass (Live),79c84d1c,Pass (Dead)
17,67,3e9e06cb,1d07228e,Off Target,6,Head,,79c84d1c,Pass (Dead),,
18,69,56f7a928,1d07228e,Blocked,12,Left Foot,Half volley,ee38d9c5,Pass (Live),45963054,Pass (Live)
19,69,56f7a928,1d07228e,Goal,8,Right Foot,Half volley,56f7a928,Shot,,
