,player_id,match_id,team_id,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors
4,3c33f9d9,22d9fbc9,1c781004,RM,23-323,63,2,1,2,0,0,0,0,,0,23,6,26.1,8,12,3,2,0,0,2,6,8,1,0
5,df10e27c,22d9fbc9,1c781004,CM,20-243,27,0,0,0,0,0,0,1,0.0,1,12,0,0.0,4,7,1,0,0,0,0,0,0,1,0
6,471f16b3,22d9fbc9,1c781004,"DM,CM",30-032,90,1,1,0,1,0,0,2,0.0,2,14,4,28.6,6,5,3,0,0,0,0,3,4,1,0
7,f5044e54,22d9fbc9,1c781004,"DM,CM",28-260,73,4,3,1,2,1,1,2,50.0,1,19,5,26.3,9,9,1,2,1,0,1,0,4,0,0
8,8996350d,22d9fbc9,1c781004,DM,25-257,17,1,1,1,0,0,0,0,,0,7,2,28.6,3,4,0,1,0,0,1,1,2,1,0
9,5e74d6c8,22d9fbc9,1c781004,LB,21-159,90,4,3,3,1,0,2,2,100.0,0,12,1,8.3,9,3,0,3,1,0,2,1,5,3,0
10,bcfb0142,22d9fbc9,1c781004,CB,29-025,90,0,0,0,0,0,0,0,,0,5,1,20.0,5,0,0,1,1,0,0,1,1,8,0
11,e9254eec,22d9fbc9,1c781004,CB,30-081,90,1,0,1,0,0,0,2,0.0,2,9,4,44.4,7,2,0,0,0,0,0,1,2,5,0
12,774cf58b,22d9fbc9,1c781004,RB,22-036,90,2,1,1,1,0,0,0,,0,18,5,27.8,11,7,0,2,1,0,1,6,8,2,0
13,e082af5b,22d9fbc9,1c781004,GK,26-018,90,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0,50e6dc35,22d9fbc9,47c64c55,FW,24-226,79,0,0,0,0,0,0,1,0.0,1,10,3,30.0,1,4,5,0,0,0,0,0,0,1,0
1,0562b7f1,22d9fbc9,47c64c55,FW,24-024,11,0,0,0,0,0,0,0,,0,4,1,25.0,0,0,4,0,0,0,0,0,0,0,0
2,b2bc3b1f,22d9fbc9,47c64c55,LW,29-091,90,1,1,0,0,1,0,0,,0,8,3,37.5,0,2,6,0,0,0,0,0,1,0,0
3,c4486bac,22d9fbc9,47c64c55,RW,20-059,69,0,0,0,0,0,0,0,,0,6,3,50.0,2,4,0,1,0,0,1,1,1,1,0
4,da052c14,22d9fbc9,47c64c55,RW,30-151,21,1,1,0,1,0,0,0,,0,3,2,66.7,0,2,1,0,0,0,0,0,1,0,0
5,3312f911,22d9fbc9,47c64c55,CM,29-048,79,3,2,0,1,2,1,1,100.0,0,14,3,21.4,4,5,5,1,1,0,0,0,3,2,0
6,ae4fc6a4,22d9fbc9,47c64c55,CM,23-225,11,0,0,0,0,0,0,0,,0,2,1,50.0,0,2,0,0,0,0,0,0,0,0,0
7,c2731c10,22d9fbc9,47c64c55,CM,22-003,90,2,1,0,1,1,1,1,100.0,0,20,8,40.0,3,6,11,0,0,0,0,2,4,1,0
8,a0666d3e,22d9fbc9,47c64c55,DM,26-298,90,1,1,0,1,0,0,0,,0,5,3,60.0,2,2,1,1,0,0,1,0,1,3,0
9,5cbd1eb0,22d9fbc9,47c64c55,LB,22-161,90,5,1,4,1,0,3,3,100.0,0,15,11,73.3,8,5,2,3,1,0,2,3,8,3,0
10,d0706b27,22d9fbc9,47c64c55,CB,21-211,90,0,0,0,0,0,0,0,,0,4,3,75.0,1,3,0,1,0,0,1,1,1,6,0
11,e34fc66d,22d9fbc9,47c64c55,CB,25-254,90,1,0,0,1,0,0,0,,0,3,1,33.3,1,2,0,0,0,0,0,4,5,2,0
12,8a7ff278,22d9fbc9,47c64c55,RB,32-103,90,5,4,3,2,0,4,5,80.0,1,10,3,30.0,5,5,0,0,0,0,0,4,9,3,0
13,ab13a5aa,22d9fbc9,47c64c55,GK,35-030,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,ed1e53f3,3b077554,b8fd03ef,"FW,LW",21-257,70,0,0,0,0,0,0,0,,0,18,5,27.8,0,3,15,0,0,0,0,0,0,0,0
1,819b3158,3b077554,b8fd03ef,"CM,LW",31-108,20,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0
2,b400bde0,3b077554,b8fd03ef,"LW,RW",27-063,90,2,1,0,0,2,1,1,100.0,0,16,5,31.3,1,10,5,0,0,0,0,3,5,0,0
3,892d5bb1,3b077554,b8fd03ef,RW,30-353,66,0,0,0,0,0,0,0,,0,6,1,16.7,0,4,2,0,0,0,0,1,1,0,0
4,b0b4fd3e,3b077554,b8fd03ef,FW,26-152,24,0,0,0,0,0,0,0,,0,10,4,40.0,1,3,6,0,0,0,0,0,0,0,0
5,3eb22ec9,3b077554,b8fd03ef,"CM,LW",27-183,90,0,0,0,0,0,0,0,,0,6,1,16.7,2,4,0,2,1,0,1,1,1,1,0
6,e46012d4,3b077554,b8fd03ef,CM,30-226,90,1,1,0,0,1,0,0,,0,17,4,23.5,1,9,7,3,0,0,3,3,4,1,0
7,6434f10d,3b077554,b8fd03ef,DM,25-232,90,2,1,1,0,1,1,3,33.3,2,15,7,46.7,6,5,4,2,1,0,1,1,3,1,0
8,bd6351cd,3b077554,b8fd03ef,LB,27-258,90,5,4,0,3,2,1,2,50.0,1,11,5,45.5,2,4,5,3,0,0,3,3,8,1,0
9,119b9a8e,3b077554,b8fd03ef,CB,27-258,90,1,0,0,1,0,0,0,,0,3,2,66.7,0,3,0,0,0,0,0,0,1,3,0
10,31c69ef1,3b077554,b8fd03ef,CB,24-271,90,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,1,0,0,1,1,1,3,0
11,5eecec3d,3b077554,b8fd03ef,RB,27-257,90,0,0,0,0,0,0,0,,0,4,2,50.0,2,2,0,0,0,0,0,3,3,6,0
12,3bb7b8b4,3b077554,b8fd03ef,GK,28-176,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,f7b1d4e0,3b077554,cd051869,FW,28-156,61,0,0,0,0,0,0,0,,0,7,0,0.0,0,4,3,0,0,0,0,0,0,2,0
1,6afaebf2,3b077554,cd051869,FW,22-186,29,0,0,0,0,0,0,0,,0,3,1,33.3,1,1,1,0,0,0,0,0,0,0,0
2,1137759d,3b077554,cd051869,FW,25-007,61,0,0,0,0,0,0,0,,0,18,2,11.1,9,7,2,0,0,0,0,1,1,2,0
3,60344e4f,3b077554,cd051869,"CM,FW",23-109,29,0,0,0,0,0,0,0,,0,7,1,14.3,2,4,1,1,0,0,1,1,1,1,0
4,0f134faf,3b077554,cd051869,CM,26-039,90,3,3,1,1,1,2,5,40.0,3,43,9,20.9,23,16,4,1,0,0,1,3,6,1,0
5,2944f86f,3b077554,cd051869,CM,24-039,69,1,1,1,0,0,0,1,0.0,1,20,4,20.0,12,5,3,2,0,0,2,1,2,1,0
6,2500cef9,3b077554,cd051869,FW,25-159,21,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,0,0,0,0
7,df0a4c90,3b077554,cd051869,DM,27-336,90,2,1,2,0,0,0,0,,0,14,5,35.7,10,4,0,1,0,0,1,5,7,0,0
8,8a3c1dc7,3b077554,cd051869,WB,24-216,90,2,2,1,1,0,1,2,50.0,1,13,1,7.7,7,3,3,1,0,0,1,3,5,6,0
9,57c94db2,3b077554,cd051869,WB,22-230,90,3,1,3,0,0,2,5,40.0,3,20,3,15.0,19,0,1,3,1,0,2,3,6,3,0
10,e541326e,3b077554,cd051869,CB,28-256,90,1,1,0,1,0,0,0,,0,4,2,50.0,4,0,0,1,0,0,1,2,3,6,0
11,172e52d8,3b077554,cd051869,CB,30-361,90,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,1,1,0,0,2,2,9,0
12,a8c0acb7,3b077554,cd051869,CB,23-298,90,2,2,2,0,0,1,1,100.0,0,10,2,20.0,5,4,1,1,0,0,1,2,4,4,0
13,98ea5115,3b077554,cd051869,GK,26-147,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
0,aed3a70f,f1e84229,8602292d,FW,26-041,90,0,0,0,0,0,0,1,0.0,1,20,3,15.0,1,10,9,2,0,0,2,0,0,1,0
1,0ef89a37,f1e84229,8602292d,LW,29-242,77,1,1,0,1,0,1,2,50.0,1,8,2,25.0,2,2,4,0,0,0,0,1,2,0,0
2,be927d03,f1e84229,8602292d,"RW,CM",36-215,13,0,0,0,0,0,0,0,,0,4,3,75.0,1,1,2,1,0,0,1,1,1,0,0
3,66b76d44,f1e84229,8602292d,RW,25-046,58,2,1,2,0,0,2,2,100.0,0,10,3,30.0,3,6,1,1,1,0,0,2,4,0,0
4,b2f9c73e,f1e84229,8602292d,"RW,LW,FW",18-033,32,1,1,0,1,0,1,1,100.0,0,6,3,50.0,0,4,2,0,0,0,0,0,1,1,0
5,1544f145,f1e84229,8602292d,CM,20-257,88,0,0,0,0,0,0,0,,0,5,1,20.0,1,1,3,1,0,0,1,5,5,0,0
6,dc6f5bdd,f1e84229,8602292d,CB,27-020,2,1,1,0,0,1,0,0,,0,1,1,100.0,0,0,1,0,0,0,0,0,1,0,0
7,90f91999,f1e84229,8602292d,"CM,DM",27-114,90,4,0,2,2,0,2,5,40.0,3,12,1,8.3,4,7,1,6,1,0,5,2,6,3,0
8,6f7d826d,f1e84229,8602292d,"DM,CM",23-276,90,2,1,1,0,1,0,2,0.0,2,16,6,37.5,4,7,5,1,0,0,1,0,2,1,0
9,1b84dbe1,f1e84229,8602292d,LB,28-204,90,4,2,2,0,2,3,3,100.0,0,9,4,44.4,4,0,5,1,0,0,1,2,6,5,0
10,8397a50c,f1e84229,8602292d,CB,28-333,90,1,1,1,0,0,1,1,100.0,0,3,2,66.7,1,2,0,4,3,1,1,4,5,5,0
11,0313a347,f1e84229,8602292d,CB,24-109,86,2,1,1,1,0,2,2,100.0,0,5,1,20.0,3,2,0,0,0,0,0,0,2,1,0
12,2389cdc2,f1e84229,8602292d,RB,24-186,90,3,0,3,0,0,2,2,100.0,0,17,3,17.6,7,8,2,4,0,0,4,3,6,2,0
13,7956236f,f1e84229,8602292d,GK,29-160,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,c931d9f9,f1e84229,5bfb9659,FW,24-091,90,2,1,1,1,0,0,0,,0,19,7,36.8,1,8,10,1,0,0,1,0,2,0,0
1,aa849a12,f1e84229,5bfb9659,LW,25-081,90,0,0,0,0,0,0,1,0.0,1,6,2,33.3,1,3,2,3,1,0,2,0,0,1,0
2,3423f250,f1e84229,5bfb9659,RW,25-057,90,0,0,0,0,0,0,0,,0,8,2,25.0,3,3,2,4,0,0,4,0,0,1,0
3,1fb1c435,f1e84229,5bfb9659,AM,30-340,90,2,2,0,1,1,1,1,100.0,0,8,3,37.5,0,5,3,1,0,0,1,3,5,1,0
4,282679b4,f1e84229,5bfb9659,DM,31-241,84,1,0,0,1,0,1,1,100.0,0,12,2,16.7,5,6,1,0,0,0,0,2,3,0,0
5,9f1938ab,f1e84229,5bfb9659,DM,30-124,6,0,0,0,0,0,0,0,,0,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0
6,ea6bc03a,f1e84229,5bfb9659,DM,25-207,90,0,0,0,0,0,0,1,0.0,1,15,8,53.3,5,5,5,1,1,0,0,0,0,2,0
7,67ca8566,f1e84229,5bfb9659,LB,30-296,90,1,1,0,1,0,1,2,50.0,1,7,3,42.9,1,5,1,0,0,0,0,0,1,2,0
8,f4d296e4,f1e84229,5bfb9659,CB,22-182,90,1,1,1,0,0,0,0,,0,6,5,83.3,2,4,0,1,0,0,1,0,1,6,0
9,bba30585,f1e84229,5bfb9659,CB,28-177,90,0,0,0,0,0,0,0,,0,5,2,40.0,2,3,0,2,0,0,2,1,1,3,0
10,420d7c7d,f1e84229,5bfb9659,RB,30-168,90,2,2,2,0,0,2,4,50.0,2,17,7,41.2,8,8,1,1,0,0,1,3,5,0,0
11,6b625ac2,f1e84229,5bfb9659,GK,21-344,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,4c370d81,911fa284,822bd0ba,FW,30-131,59,3,1,1,0,2,0,0,,0,12,3,25.0,1,5,6,2,0,0,2,0,3,0,0
1,e342ad68,911fa284,822bd0ba,RW,29-240,31,0,0,0,0,0,0,0,,0,3,1,33.3,0,2,1,0,0,0,0,1,1,0,0
2,4a1a9578,911fa284,822bd0ba,LW,25-028,89,0,0,0,0,0,0,2,0.0,2,13,3,23.1,4,6,3,1,0,0,1,0,0,0,0
3,f833a830,911fa284,822bd0ba,LW,27-025,1,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0
4,178ae8f8,911fa284,822bd0ba,"RW,FW",25-068,90,2,2,1,1,0,1,2,50.0,1,17,6,35.3,4,6,7,1,0,0,1,1,3,1,0
5,4fb9c88f,911fa284,822bd0ba,CM,21-011,58,1,0,0,1,0,1,1,100.0,0,12,5,41.7,1,7,4,0,0,0,0,2,3,0,0
6,c8387671,911fa284,822bd0ba,CM,18-312,32,0,0,0,0,0,0,1,0.0,1,9,0,0.0,0,9,0,1,0,0,1,1,1,1,0
7,77e84962,911fa284,822bd0ba,CM,30-305,90,5,4,1,1,3,2,2,100.0,0,17,5,29.4,3,8,6,3,0,0,3,4,9,3,0
8,7f3b388c,911fa284,822bd0ba,DM,28-110,90,5,4,1,2,2,3,4,75.0,1,13,8,61.5,6,4,3,4,1,0,3,5,10,2,0
9,2e4f5f03,911fa284,822bd0ba,LB,27-336,90,0,0,0,0,0,0,1,0.0,1,10,4,40.0,3,5,2,4,0,0,4,1,1,0,0
10,e06683ca,911fa284,822bd0ba,CB,30-217,90,1,0,0,0,1,0,0,,0,1,0,0.0,0,1,0,1,0,0,1,4,5,2,0
11,b217ef29,911fa284,822bd0ba,CB,30-186,90,1,1,0,1,0,0,0,,0,7,3,42.9,2,5,0,1,0,0,1,9,10,4,0
12,cd1acf9d,911fa284,822bd0ba,RB,23-126,90,1,0,1,0,0,0,1,0.0,1,14,0,0.0,3,9,2,1,0,0,1,2,3,4,0
13,7a2e46a8,911fa284,822bd0ba,GK,29-131,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,ca45605e,911fa284,a2d435b3,FW,23-124,59,1,1,1,0,0,0,0,,0,12,1,8.3,1,8,3,0,0,0,0,0,1,1,0
1,c92e1a31,911fa284,a2d435b3,FW,25-130,31,1,0,1,0,0,0,0,,0,8,1,12.5,2,4,2,0,0,0,0,1,2,0,0
2,7c104bb7,911fa284,a2d435b3,LW,24-113,78,2,1,0,2,0,2,5,40.0,3,18,2,11.1,5,12,1,1,0,0,1,1,3,0,0
3,3ea50f67,911fa284,a2d435b3,LW,24-063,12,0,0,0,0,0,0,0,,0,2,1,50.0,1,0,1,0,0,0,0,0,0,0,0
4,b827d5b3,911fa284,a2d435b3,RW,32-084,90,5,2,4,1,0,1,7,14.3,6,35,11,31.4,16,15,4,4,1,0,3,1,6,0,0
5,ee38d9c5,911fa284,a2d435b3,AM,25-079,90,3,2,1,1,1,0,0,,0,16,7,43.8,2,11,3,0,0,0,0,1,4,0,0
6,5c74c0f5,911fa284,a2d435b3,DM,23-157,90,0,0,0,0,0,0,0,,0,14,2,14.3,7,6,1,2,0,0,2,1,1,2,1
7,ae59b359,911fa284,a2d435b3,DM,22-348,59,2,0,1,1,0,0,0,,0,12,2,16.7,7,5,0,0,0,0,0,2,4,1,0
8,56f7a928,911fa284,a2d435b3,DM,24-279,31,3,2,3,0,0,1,3,33.3,2,13,4,30.8,10,3,0,1,0,0,1,1,4,1,0
9,fc027d02,911fa284,a2d435b3,LB,20-245,90,3,3,2,1,0,1,1,100.0,0,12,2,16.7,7,4,1,1,0,0,1,1,4,3,0
10,6b47c5db,911fa284,a2d435b3,CB,25-056,90,1,1,1,0,0,0,2,0.0,2,8,5,62.5,5,2,1,1,0,0,1,4,5,12,0
11,1a4ef233,911fa284,a2d435b3,CB,27-051,90,3,1,3,0,0,2,4,50.0,2,15,6,40.0,13,1,1,1,1,0,0,2,5,5,0
12,fb614c44,911fa284,a2d435b3,RB,23-352,90,5,2,3,2,0,3,3,100.0,0,22,3,13.6,14,8,0,3,0,0,3,2,7,5,0
13,53af52f3,911fa284,a2d435b3,GK,35-097,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,b561db50,bf5f0f9e,8cec06e1,FW,30-281,90,0,0,0,0,0,0,0,,0,5,0,0.0,1,3,1,0,0,0,0,0,0,1,0
1,7fcc71d8,bf5f0f9e,8cec06e1,"AM,LM",26-112,90,0,0,0,0,0,0,1,0.0,1,10,6,60.0,3,4,3,1,1,0,0,1,1,0,0
2,77e39b04,bf5f0f9e,8cec06e1,AM,22-043,61,1,0,1,0,0,1,2,50.0,1,11,2,18.2,3,4,4,1,0,0,1,0,1,0,0
3,dc6c2f02,bf5f0f9e,8cec06e1,"AM,RM",22-005,29,1,1,1,0,0,1,1,100.0,0,8,3,37.5,3,3,2,2,0,0,2,0,1,1,0
4,5a7301ae,bf5f0f9e,8cec06e1,DM,26-301,90,1,0,0,1,0,0,0,,0,8,3,37.5,3,5,0,2,2,0,0,2,3,2,0
5,44bfb6c5,bf5f0f9e,8cec06e1,DM,24-334,90,1,1,1,0,0,0,0,,0,5,3,60.0,0,5,0,0,0,0,0,3,4,4,0
6,9ae9eaea,bf5f0f9e,8cec06e1,WB,32-356,62,2,2,2,0,0,2,3,66.7,1,9,4,44.4,3,5,1,4,0,0,4,2,4,1,0
7,9b398aea,bf5f0f9e,8cec06e1,"WB,LB",20-249,28,1,1,0,0,1,1,1,100.0,0,4,3,75.0,2,0,2,0,0,0,0,1,2,0,0
8,d04b94db,bf5f0f9e,8cec06e1,"WB,RB",28-086,90,1,1,1,0,0,0,0,,0,5,2,40.0,4,1,0,2,0,0,2,2,3,1,0
9,9fbbcf39,bf5f0f9e,8cec06e1,CB,31-321,90,2,1,2,0,0,1,2,50.0,1,15,4,26.7,10,3,2,0,0,0,0,3,5,5,0
10,2928dca2,bf5f0f9e,8cec06e1,CB,28-350,80,2,2,1,1,0,1,1,100.0,0,5,1,20.0,2,3,0,2,2,0,0,1,3,2,0
11,e7aa9d7c,bf5f0f9e,8cec06e1,FW,19-206,10,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,1,0,0,0,0,0,0,0,0
12,d0f72bf1,bf5f0f9e,8cec06e1,CB,24-263,90,0,0,0,0,0,0,0,,0,4,2,50.0,2,2,0,3,2,0,1,3,3,5,0
13,903b6e8b,bf5f0f9e,8cec06e1,GK,29-024,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
0,9dbb75ca,bf5f0f9e,18bb7c10,FW,30-258,80,1,0,0,0,1,0,0,,0,18,5,27.8,4,8,6,1,0,0,1,0,1,1,0
1,a53649b7,bf5f0f9e,18bb7c10,FW,22-256,10,0,0,0,0,0,0,0,,0,4,1,25.0,2,2,0,0,0,0,0,0,0,0,0
2,48a5a5d6,bf5f0f9e,18bb7c10,LW,20-237,68,1,1,0,1,0,0,4,0.0,4,23,4,17.4,3,9,11,0,0,0,0,0,1,1,0
3,bc7dc64d,bf5f0f9e,18bb7c10,RW,20-158,70,0,0,0,0,0,0,0,,0,10,3,30.0,2,5,3,0,0,0,0,1,1,1,0
4,d79a8c87,bf5f0f9e,18bb7c10,CB,26-143,20,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,1,1,0,0,0,0,10,0
5,79300479,bf5f0f9e,18bb7c10,AM,23-055,67,1,0,0,1,0,0,1,0.0,1,14,3,21.4,2,7,5,0,0,0,0,1,2,1,0
6,17695062,bf5f0f9e,18bb7c10,CM,21-197,23,1,1,1,0,0,0,0,,0,4,3,75.0,4,0,0,0,0,0,0,0,1,0,0
7,e61b8aee,bf5f0f9e,18bb7c10,"DM,CM",29-136,90,1,1,1,0,0,0,1,0.0,1,12,3,25.0,7,4,1,2,1,0,1,2,3,4,0
8,529f49ab,bf5f0f9e,18bb7c10,DM,28-242,90,2,2,1,1,0,2,2,100.0,0,8,3,37.5,4,3,1,1,1,0,0,3,5,4,0
9,fce2302c,bf5f0f9e,18bb7c10,"LB,WB",24-250,90,2,1,1,0,1,1,2,50.0,1,16,4,25.0,7,4,5,5,0,0,5,1,3,4,0
10,67ac5bb8,bf5f0f9e,18bb7c10,CB,24-053,90,5,2,4,1,0,2,4,50.0,2,9,3,33.3,7,2,0,2,0,0,2,1,6,9,0
11,35e413f1,bf5f0f9e,18bb7c10,CB,24-125,90,2,0,1,1,0,1,2,50.0,1,14,2,14.3,8,5,1,3,1,0,2,1,3,4,0
12,839c14e1,bf5f0f9e,18bb7c10,"RB,WB",30-163,90,4,1,3,1,0,1,1,100.0,0,11,1,9.1,6,3,2,0,0,0,0,1,5,2,0
13,466fb2c5,bf5f0f9e,18bb7c10,GK,23-272,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,dea698d9,d15dca2c,19538871,FW,37-007,90,1,1,0,1,0,1,1,100.0,0,16,5,31.3,0,10,6,3,1,0,2,0,1,2,0
1,dbf053da,d15dca2c,19538871,"LW,AM,RW",21-324,90,0,0,0,0,0,0,0,,0,14,3,21.4,3,5,6,1,0,0,1,2,2,0,0
2,a1d5bd30,d15dca2c,19538871,"RW,LW,FW",24-104,81,0,0,0,0,0,0,0,,0,22,8,36.4,2,13,7,0,0,0,0,0,0,0,0
3,810e3c74,d15dca2c,19538871,FW,29-059,9,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
4,507c7bdf,d15dca2c,19538871,"AM,DM",27-157,90,2,1,1,1,0,1,3,33.3,2,35,5,14.3,6,19,10,1,0,0,1,1,3,1,0
5,867239d3,d15dca2c,19538871,DM,28-334,90,4,4,2,2,0,2,3,66.7,1,20,7,35.0,8,10,2,2,0,0,2,1,5,4,0
6,d93c2511,d15dca2c,19538871,DM,25-066,74,3,2,2,1,0,2,3,66.7,1,18,4,22.2,6,10,2,1,0,0,1,1,4,1,0
7,2fba6108,d15dca2c,19538871,AM,19-291,16,0,0,0,0,0,0,1,0.0,1,5,2,40.0,2,0,3,0,0,0,0,0,0,0,0
8,9c94165b,d15dca2c,19538871,LB,26-215,90,2,1,0,2,0,2,3,66.7,1,15,5,33.3,5,8,2,3,2,0,1,0,2,0,0
9,d8931174,d15dca2c,19538871,CB,28-344,90,3,2,1,1,1,0,4,0.0,4,17,5,29.4,8,8,1,3,1,0,2,3,6,2,0
10,9f8e9423,d15dca2c,19538871,CB,28-293,90,2,1,2,0,0,0,2,0.0,2,12,4,33.3,8,4,0,1,1,0,0,2,4,3,0
11,d9565625,d15dca2c,19538871,RB,22-331,90,1,1,1,0,0,0,1,0.0,1,12,2,16.7,8,1,3,1,0,0,1,2,3,4,0
12,7ba6d84e,d15dca2c,19538871,GK,31-097,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,f2bf1b0f,d15dca2c,33c895d4,FW,25-214,90,0,0,0,0,0,0,1,0.0,1,22,6,27.3,2,12,8,1,0,0,1,1,1,0,0
1,97220da2,d15dca2c,33c895d4,FW,20-155,90,0,0,0,0,0,0,1,0.0,1,16,5,31.3,2,5,9,1,0,0,1,0,0,1,0
2,68dc0dac,d15dca2c,33c895d4,LM,27-192,70,1,1,1,0,0,1,2,50.0,1,16,4,25.0,6,6,4,2,1,0,1,1,2,0,0
3,afed6722,d15dca2c,33c895d4,RB,19-092,20,1,1,0,1,0,0,0,,0,2,1,50.0,1,1,0,0,0,0,0,1,2,2,0
4,97333cf5,d15dca2c,33c895d4,"RM,LM",29-319,90,3,2,2,1,0,0,1,0.0,1,22,9,40.9,5,15,2,1,0,0,1,2,5,0,0
5,4b511457,d15dca2c,33c895d4,DM,30-141,89,4,2,2,2,0,2,3,66.7,1,18,6,33.3,4,11,3,2,0,0,2,4,8,2,0
6,11ff3d56,d15dca2c,33c895d4,DM,22-341,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
7,3515d404,d15dca2c,33c895d4,DM,27-103,90,2,0,1,1,0,1,2,50.0,1,21,7,33.3,3,13,5,0,0,0,0,1,3,1,0
8,6dfd8f05,d15dca2c,33c895d4,LB,24-143,90,1,0,1,0,0,1,1,100.0,0,22,5,22.7,7,9,6,3,1,1,2,1,2,2,0
9,0b33f6ad,d15dca2c,33c895d4,CB,22-301,90,3,3,2,1,0,0,2,0.0,2,14,5,35.7,7,6,1,0,0,0,0,0,3,4,0
10,4115ce4e,d15dca2c,33c895d4,CB,25-306,45,0,0,0,0,0,0,0,,0,4,1,25.0,2,2,0,1,1,0,0,2,2,3,0
11,6adbc307,d15dca2c,33c895d4,CB,28-016,45,0,0,0,0,0,0,1,0.0,1,5,2,40.0,3,2,0,1,1,0,0,4,4,5,0
12,984a5a64,d15dca2c,33c895d4,"RB,RM",24-305,90,2,0,2,0,0,2,3,66.7,1,19,4,21.1,3,11,5,1,1,0,0,5,7,0,0
13,c3e39f12,d15dca2c,33c895d4,GK,33-332,90,0,0,0,0,0,0,1,0.0,1,2,1,50.0,2,0,0,0,0,0,0,0,0,0,0
0,fa031b34,0a51943e,d3fd31cc,FW,24-278,85,4,3,0,3,1,0,1,0.0,1,34,9,26.5,1,10,23,4,0,0,4,1,5,1,0
1,b318a643,0a51943e,d3fd31cc,FW,32-149,5,0,0,0,0,0,0,0,,0,3,0,0.0,0,1,2,0,0,0,0,1,1,0,0
2,59e6e5bf,0a51943e,d3fd31cc,FW,24-333,71,1,1,0,1,0,0,0,,0,15,3,20.0,0,6,9,0,0,0,0,0,1,0,0
3,cea4ee8f,0a51943e,d3fd31cc,AM,25-307,19,0,0,0,0,0,0,0,,0,11,2,18.2,0,6,5,1,0,0,1,0,0,0,0
4,2bd83368,0a51943e,d3fd31cc,"LM,LW",20-353,80,6,4,4,2,0,4,5,80.0,1,27,13,48.1,7,12,8,2,1,0,1,1,7,0,0
5,ffa90327,0a51943e,d3fd31cc,LW,26-285,10,1,1,1,0,0,1,1,100.0,0,6,1,16.7,2,2,2,2,0,0,2,0,1,0,0
6,6ca5ec4b,0a51943e,d3fd31cc,"RM,RW",25-285,90,6,3,1,4,1,4,6,66.7,2,46,12,26.1,8,25,13,7,2,0,5,4,10,0,0
7,50dc94ce,0a51943e,d3fd31cc,DM,24-300,90,2,0,1,1,0,1,4,25.0,3,15,4,26.7,4,6,5,1,0,0,1,1,3,1,0
8,cc700722,0a51943e,d3fd31cc,DM,31-035,90,1,1,0,1,0,1,2,50.0,1,26,10,38.5,8,12,6,0,0,0,0,4,5,0,0
9,099e666f,0a51943e,d3fd31cc,LB,24-334,90,2,1,0,2,0,1,3,33.3,2,18,7,38.9,7,10,1,1,0,0,1,5,7,1,0
10,c5b7c315,0a51943e,d3fd31cc,CB,29-032,90,0,0,0,0,0,0,0,,0,2,1,50.0,2,0,0,1,1,0,0,1,1,2,0
11,d0042ab9,0a51943e,d3fd31cc,CB,25-113,90,1,1,1,0,0,0,0,,0,11,5,45.5,7,4,0,1,1,0,0,2,3,9,0
12,0420d84f,0a51943e,d3fd31cc,RB,33-124,90,3,3,3,0,0,1,3,33.3,2,9,4,44.4,4,3,2,3,0,0,3,1,4,2,0
